chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr3	183960088	183967336	-	ALG3	ALG3	41	1.16E-1	Simul
chr3	183967437	184010819	+	ECE2	ECE2	54	1.82E-1	Simul
chr3	183977000	183979251	-	CAMK2N2	CAMK2N2	42	2.56E-1	Simul
chr3	184016496	184026842	+	PSMD2	PSMD2	46	1.15E-1	Simul
chr3	184032282	184053146	+	EIF4G1	EIF4G1	54	1.72E-1	Simul
chr3	184053713	184064063	+	FAM131A	FAM131A	47	1.6E-1	Simul
chr3	184063972	184079439	-	CLCN2	CLCN2	50	1.7E-1	Simul
chr3	184079505	184086384	+	POLR2H	POLR2H	46	1.85E-1	Simul
chr3	184089722	184095932	-	THPO	THPO	49	1.93E-1	Simul
chr3	184097860	184108524	+	CHRD	CHRD	48	1.78E-1	Simul
chr3	184279571	184300197	+	EPHB3	EPHB3	49	2.44E-1	Simul
chr3	184428155	184429836	-	MAGEF1	MAGEF1	49	4.14E-2	Simul
chr3	184529930	184770402	+	VPS8	VPS8	116	4.74E-1	Simul
chr3	184795837	184870802	-	C3orf70	C3orf70	80	1.12E-1	Simul
chr3	184908411	184999778	-	EHHADH	EHHADH	65	8.05E-2	Simul
chr3	185000728	185206885	+	MAP3K13	MAP3K13	99	1.26E-1	Simul
chr3	185194283	185216845	-	TMEM41A	TMEM41A	44	9.41E-2	Simul
chr3	185224049	185270401	-	LIPH	LIPH	45	1.08E-1	Simul
chr3	185300283	185351339	+	SENP2	SENP2	35	1.16E-1	Simul
chr3	185361526	185542844	-	IGF2BP2	IGF2BP2	85	1.96E-1	Simul
chr3	185430315	185447575	+	C3orf65	C3orf65	24	2.31E-1	Simul
chr3	185633693	185655924	-	TRA2B	TRA2B	56	5.82E-1	Simul
chr3	185764096	185828107	-	ETV5	ETV5	50	2.42669528E-1	CONVERGED
chr3	185823456	186080026	-	DGKG	DGKG	192	1.48E-3	Simul
chr3	186256229	186264491	-	CRYGS	CRYGS	56	5.3E-1	Simul
chr3	186263861	186288332	-	TBCCD1	TBCCD1	65	1.76E-1	Simul
chr3	186285191	186315061	+	DNAJB11	DNAJB11	66	1.93E-1	Simul
chr3	186330711	186339107	+	AHSG	AHSG	67	1.93E-1	Simul
chr3	186353757	186370930	+	FETUB	FETUB	60	1.95E-1	Simul
chr3	186378004	186396029	+	HRG	HRG	71	5.49E-1	Simul
chr3	186435064	186461743	+	KNG1	KNG1	77	6.96E-1	Simul
chr3	186500993	186507689	+	EIF4A2	EIF4A2	50	6.42E-1	Simul
chr3	186507668	186524847	-	RFC4	RFC4	64	6.79E-1	Simul
chr3	186560462	186576252	+	ADIPOQ	ADIPOQ	46	8.8E-1	Simul
chr3	186648273	186796341	+	ST6GAL1	ST6GAL1	147	2.04E-1	Simul
chr3	186838735	186898696	-	RPL39L	RPL39L	88	7.6E-1	Simul
chr3	186915273	186919253	+	RTP1	RTP1	72	6.84E-1	Simul
chr3	186935941	187009810	-	MASP1	MASP1	126	7.77E-1	Simul
chr3	187086119	187089864	+	RTP4	RTP4	45	7.79E-1	Simul
chr3	187386693	187388187	-	SST	SST	57	8.22E-1	Simul
chr3	187416046	187420345	-	RTP2	RTP2	62	1.56E-1	Simul
chr3	187439164	187463515	-	BCL6	BCL6	79	8.48E-2	Simul
chr3	187871071	188608460	+	LPP	LPP	411	1.24625469E-4	CONVERGED
chr3	187896330	187898598	+	AC022498.1	AC022498.1	62	3.22E-2	Simul
chr3	188665002	189043093	+	TPRG1	TPRG1	182	1.12E-1	Simul
chr3	189349204	189615068	+	TP63	TP63	219	6.32E-1	Simul
chr3	189674516	189840226	-	LEPREL1	LEPREL1	158	7.52E-1	Simul
chr3	190023489	190040264	-	CLDN1	CLDN1	68	1.29E-2	Simul
chr3	190040329	190129932	+	CLDN16	CLDN16	119	2.32E-2	Simul
chr3	190146443	190167665	-	TMEM207	TMEM207	64	1.98E-2	Simul
chr3	190231839	190375843	+	IL1RAP	IL1RAP	132	6.88E-1	Simul
chr3	190570665	190610218	-	GMNC	GMNC	57	3.7E-2	Simul
chr3	190917029	190983404	+	OSTN	OSTN	88	2.84E-1	Simul
chr3	190984956	191048325	-	UTS2B	UTS2B	95	1.78E-2	Simul
chr3	191046865	191116459	+	CCDC50	CCDC50	105	1.45E-2	Simul
chr3	191178951	191179245	+	PYDC2	PYDC2	50	1.46E-1	Simul
chr3	191857183	192485553	-	FGF12	FGF12	351	3.19E-2	Simul
chr3	192514603	192635950	-	MB21D2	MB21D2	85	5.06E-1	Simul
chr3	192958913	192995527	+	HRASLS	HRASLS	62	8.21E-1	Simul
chr3	192992578	193096632	-	ATP13A5	ATP13A5	104	9.31E-1	Simul
chr3	193119865	193310900	-	ATP13A4	ATP13A4	136	9.26E-1	Simul
chr3	193310932	193415612	+	OPA1	OPA1	107	8.34E-1	Simul
chr3	193853933	193856521	+	HES1	HES1	49	2.54E-2	Simul
chr3	194060493	194072057	-	CPN2	CPN2	68	5.15E-1	Simul
chr3	194075975	194090472	-	LRRC15	LRRC15	71	4.61E-1	Simul
chr3	194115549	194119995	-	GP5	GP5	57	8.75E-1	Simul
chr3	194123400	194219093	-	ATP13A3	ATP13A3	96	9.07E-1	Simul
chr3	194308401	194354418	-	TMEM44	TMEM44	92	7.72E-1	Simul
chr3	194361516	194393206	-	LSG1	LSG1	99	6.43E-1	Simul
chr3	194406621	194409762	+	FAM43A	FAM43A	68	5.26E-1	Simul
chr3	194789007	194991896	-	XXYLT1	XXYLT1	128	6.41E-2	Simul
chr3	194995464	195163807	-	ACAP2	ACAP2	69	2.38E-1	Simul
chr3	195241220	195270209	-	PPP1R2	PPP1R2	30	2.95E-3	Simul
chr3	195295572	195311076	-	APOD	APOD	26	3.65E-3	Simul
chr3	195447752	195467994	+	MUC20	MUC20	28	3.45E-1	Simul
chr3	195473635	195539148	-	MUC4	MUC4	60	5.42E-1	Simul
chr3	195590234	195638816	-	TNK2	TNK2	46	4.17E-1	Simul
chr3	195754053	195809060	-	TFRC	TFRC	50	8.88E-2	Simul
chr3	195924319	195938308	-	ZDHHC19	ZDHHC19	59	5.93E-2	Simul
chr3	195938357	195970049	+	SLC51A	SLC51A	69	6.47E-2	Simul
chr3	195941092	196014828	-	PCYT1A	PCYT1A	84	7.34E-2	Simul
chr3	196018089	196045170	-	TCTEX1D2	TCTEX1D2	42	4.23E-1	Simul
chr3	196046212	196065374	-	TM4SF19	TM4SF19	38	4.04E-1	Simul
chr3	196074532	196159345	-	UBXN7	UBXN7	43	7.06E-1	Simul
chr3	196195653	196230639	-	RNF168	RNF168	40	7.32E-1	Simul
chr3	196233747	196242237	-	SMCO1	SMCO1	37	5.84E-1	Simul
chr3	196281055	196295545	-	WDR53	WDR53	45	2.7E-2	Simul
chr3	196295481	196315930	+	FBXO45	FBXO45	57	3.32E-2	Simul
chr3	196366556	196388875	+	NRROS	NRROS	70	4.71E-2	Simul
chr3	196366645	196462878	+	PIGX	PIGX	109	5.4E-2	Simul
chr3	196433147	196439164	-	CEP19	CEP19	61	3.13E-1	Simul
chr3	196466727	196559518	+	PAK2	PAK2	82	3.65E-1	Simul
chr3	196594726	196661585	+	SENP5	SENP5	70	3.04E-1	Simul
chr3	196662272	196669468	-	NCBP2	NCBP2	56	2.53E-1	Simul
chr3	196673213	196695931	-	PIGZ	PIGZ	56	2.63E-1	Simul
chr3	196715491	196756687	-	MFI2	MFI2	63	3.8E-1	Simul
chr3	196769430	197026171	-	DLG1	DLG1	162	4.05E-1	Simul
chr3	197236653	197300194	-	BDH1	BDH1	75	4.44E-1	Simul
chr3	197398263	197476598	-	KIAA0226	KIAA0226	27	2.19E-1	Simul
chr3	197464049	197514467	+	FYTTD1	FYTTD1	31	2.37E-1	Simul
chr3	197518096	197615307	+	LRCH3	LRCH3	48	4.26E-1	Simul
chr3	197615945	197687013	-	IQCG	IQCG	51	4.14E-1	Simul
chr3	197676857	197683481	+	RPL35A	RPL35A	35	3E-1	Simul
chr3	197687070	197770591	+	LMLN	LMLN	58	3.83E-1	Simul
chr4	53178	88099	+	ZNF595	ZNF595	22	4.09E-3	Simul
chr4	264463	299110	-	ZNF732	ZNF732	27	4.9E-1	Simul
chr4	331602	378653	+	ZNF141	ZNF141	29	4.48E-1	Simul
chr4	419603	492945	-	ZNF721	ZNF721	55	3.46E-1	Simul
chr4	492988	533985	+	PIGG	PIGG	42	3.45E-1	Simul
chr4	619372	664571	+	PDE6B	PDE6B	28	3.59E-1	Simul
chr4	666224	668127	-	ATP5I	ATP5I	27	3.64E-1	Simul
chr4	667368	675822	+	MYL5	MYL5	27	3.65E-1	Simul
chr4	675617	683230	-	MFSD7	MFSD7	28	3.9E-1	Simul
chr4	699536	764428	+	PCGF3	PCGF3	60	5.26E-1	Simul
chr4	778744	819986	-	CPLX1	CPLX1	67	4.68E-1	Simul
chr4	843063	926161	-	GAK	GAK	81	4.5E-1	Simul
chr4	926174	952444	+	TMEM175	TMEM175	53	3.88E-1	Simul
chr4	952674	980683	-	DGKQ	DGKQ	50	8.09E-2	Simul
chr4	972860	987228	-	SLC26A1	SLC26A1	46	7.82E-2	Simul
chr4	980784	998316	+	IDUA	IDUA	44	6.35E-2	Simul
chr4	1003723	1020685	+	FGFRL1	FGFRL1	56	3.6E-2	Simul
chr4	1050037	1107350	-	RNF212	RNF212	82	3.32E-2	Simul
chr4	1160719	1202750	-	SPON2	SPON2	57	1.73E-2	Simul
chr4	1205235	1243741	-	CTBP1	CTBP1	46	1.65E-2	Simul
chr4	1283638	1333935	+	MAEA	MAEA	55	7.03E-2	Simul
chr4	1341053	1381837	+	UVSSA	UVSSA	46	5.72E-2	Simul
chr4	1385339	1389780	+	CRIPAK	CRIPAK	31	4.75E-2	Simul
chr4	1396719	1400119	-	NKX1-1	NKX1-1	25	4.89E-2	Simul
chr4	1619641	1686029	-	FAM53A	FAM53A	59	2.61816871E-4	CONVERGED
chr4	1694526	1714282	-	SLBP	SLBP	54	2.71914119E-4	CONVERGED
chr4	1717678	1723085	-	TMEM129	TMEM129	47	1.34416728E-4	CONVERGED
chr4	1723226	1746898	+	TACC3	TACC3	50	3.17110998E-4	CONVERGED
chr4	1795033	1810599	+	FGFR3	FGFR3	10	1.03E-1	Simul
chr4	1813205	1857974	-	LETM1	LETM1	12	1.5E-1	Simul
chr4	1873150	1983934	+	WHSC1	WHSC1	18	1.55E-1	Simul
chr4	1984440	2043630	-	NELFA	NELFA	29	2.05E-1	Simul
chr4	2043688	2045697	+	C4orf48	C4orf48	22	3.38E-1	Simul
chr4	2061238	2070816	+	NAT8L	NAT8L	23	3.49E-1	Simul
chr4	2073644	2243848	-	POLN	POLN	88	6.78E-1	Simul
chr4	2229190	2243891	-	HAUS3	HAUS3	47	7.52E-1	Simul
chr4	2249158	2264021	-	MXD4	MXD4	54	1.83E-1	Simul
chr4	2271308	2420390	-	ZFYVE28	ZFYVE28	123	1.46E-1	Simul
chr4	2463946	2627047	+	RNF4	RNF4	54	7.99E-1	Simul
chr4	2626987	2734292	+	FAM193A	FAM193A	60	1.3E-1	Simul
chr4	2743374	2758103	-	TNIP2	TNIP2	46	1.037E-1	Simul
chr4	2794749	2842825	+	SH3BP2	SH3BP2	51	1.68E-1	Simul
chr4	2845583	2931803	+	ADD1	ADD1	73	3.25E-1	Simul
chr4	2932287	2936586	-	MFSD10	MFSD10	43	1.88E-1	Simul
chr4	2939659	2965112	-	NOP14	NOP14	52	2.96E-1	Simul
chr4	2965334	3042474	+	GRK4	GRK4	67	4.15E-1	Simul
chr4	3076407	3245676	+	HTT	HTT	92	5.6E-1	Simul
chr4	3246095	3273465	+	MSANTD1	MSANTD1	53	6.26E-1	Simul
chr4	3294754	3441640	+	RGS12	RGS12	106	7.96065934E-4	CONVERGED
chr4	3443613	3451211	+	HGFAC	HGFAC	59	7.01781691E-4	CONVERGED
chr4	3465032	3503200	+	DOK7	DOK7	69	5.89370262E-4	CONVERGED
chr4	3508102	3534286	-	LRPAP1	LRPAP1	54	4.55365015E-4	CONVERGED
chr4	3768074	3770251	+	ADRA2C	ADRA2C	39	4.14E-1	Simul
chr4	4190529	4228616	-	OTOP1	OTOP1	61	1.1E-1	Simul
chr4	4237268	4249950	-	TMEM128	TMEM128	72	4.95E-2	Simul
chr4	4269427	4291896	-	LYAR	LYAR	78	2.21E-2	Simul
chr4	4291923	4323513	+	ZBTB49	ZBTB49	110	3.55E-2	Simul
chr4	4349866	4420785	+	NSG1	NSG1	108	3.43E-2	Simul
chr4	4417468	4544073	-	STX18	STX18	111	7.43E-2	Simul
chr4	4861392	4865663	+	MSX1	MSX1	68	5.36E-1	Simul
chr4	5016312	5021199	-	CYTL1	CYTL1	55	1.71E-3	Simul
chr4	5053168	5502725	+	STK32B	STK32B	306	7.55E-2	Simul
chr4	5526295	5529528	+	C4orf6	C4orf6	47	2.62E-1	Simul
chr4	5544498	5711275	-	EVC2	EVC2	201	1.89E-1	Simul
chr4	5712923	5830772	+	EVC	EVC	212	2.34E-1	Simul
chr4	5749810	5894785	-	CRMP1	CRMP1	230	2.5E-1	Simul
chr4	5958844	5991545	-	C4orf50	C4orf50	129	9.08E-1	Simul
chr4	6027925	6202318	-	JAKMIP1	JAKMIP1	166	1.92E-1	Simul
chr4	6271575	6304992	+	WFS1	WFS1	89	8.64E-2	Simul
chr4	6322304	6565327	-	PPP2R2C	PPP2R2C	214	1.92E-1	Simul
chr4	6576901	6625089	+	MAN2B2	MAN2B2	62	6.75E-2	Simul
chr4	6641817	6644472	+	MRFAP1	MRFAP1	52	4.81E-2	Simul
chr4	6693781	6694189	-	AC093323.1	AC093323.1	49	1.72E-1	Simul
chr4	6694795	6698897	+	S100P	S100P	51	1.78E-1	Simul
chr4	6709427	6711607	-	MRFAP1L1	MRFAP1L1	51	1E0	Simul
chr4	6717841	6719387	+	BLOC1S4	BLOC1S4	57	8.8E-1	Simul
chr4	6783101	6885897	+	KIAA0232	KIAA0232	91	1.6E-1	Simul
chr4	6910968	7034845	+	TBC1D14	TBC1D14	109	2.74E-2	Simul
chr4	7042578	7044728	-	CCDC96	CCDC96	56	3.29E-2	Simul
chr4	7043625	7059679	+	TADA2B	TADA2B	59	3.24E-2	Simul
chr4	7060632	7069924	-	GRPEL1	GRPEL1	54	3.65E-2	Simul
chr4	7194264	7744554	+	SORCS2	SORCS2	559	6.58E-1	Simul
chr4	7432021	7436700	-	PSAPL1	PSAPL1	105	2.23E-1	Simul
chr4	7760440	7941653	-	AFAP1	AFAP1	211	2.55E-1	Simul
chr4	7967038	8160559	-	ABLIM2	ABLIM2	190	2.3E-2	Simul
chr4	8183798	8243530	+	SH3TC1	SH3TC1	67	4.31E-2	Simul
chr4	8271491	8308838	+	HTRA3	HTRA3	89	9.97E-1	Simul
chr4	8368008	8442450	-	ACOX3	ACOX3	112	8.65E-1	Simul
chr4	8437866	8495258	+	TRMT44	TRMT44	84	4.57E-1	Simul
chr4	8560451	8621486	+	GPR78	GPR78	100	7.08E-1	Simul
chr4	8594386	8621488	+	CPZ	CPZ	75	6.88E-1	Simul
chr4	9172134	9178453	+	FAM90A26	FAM90A26	1	9.9E-1	Simul
chr4	9212382	9228214	+	USP17L13	USP17L13	1	9.9E-1	Simul
chr4	9326890	9328483	+	USP17L24	USP17L24	3	9.66E-1	Simul
chr4	9331636	9333229	+	USP17L25	USP17L25	6	9.87E-1	Simul
chr4	9336383	9337976	+	USP17L26	USP17L26	7	9.49E-1	Simul
chr4	9345873	9347466	+	USP17L27	USP17L27	11	9.49E-1	Simul
chr4	9350618	9352211	+	USP17L28	USP17L28	11	9.48E-1	Simul
chr4	9355363	9356956	+	USP17L29	USP17L29	13	9.61E-1	Simul
chr4	9364854	9366447	+	USP17L30	USP17L30	13	9.66E-1	Simul
chr4	9446259	9452240	+	DEFB131	DEFB131	9	8.86E-1	Simul
chr4	9772776	10056560	-	SLC2A9	SLC2A9	230	5.08E-1	Simul
chr4	9783257	9785632	+	DRD5	DRD5	27	4.42E-1	Simul
chr4	10075962	10118573	-	WDR1	WDR1	134	6.2E-1	Simul
chr4	10441497	10459034	-	ZNF518B	ZNF518B	51	8.39E-1	Simul
chr4	10488018	10686489	-	CLNK	CLNK	197	1.76E-1	Simul
chr4	11394773	11431389	-	HS3ST1	HS3ST1	74	5.13E-1	Simul
chr4	13362977	13485989	-	RAB28	RAB28	16	3.8E-2	Simul
chr4	13542453	13546674	-	NKX3-2	NKX3-2	24	3.89E-2	Simul
chr4	13570361	13629347	-	BOD1L1	BOD1L1	51	4.31E-2	Simul
chr4	15004297	15071777	+	CPEB2	CPEB2	55	5.65E-2	Simul
chr4	15341441	15447790	+	C1QTNF7	C1QTNF7	82	5.1E-2	Simul
chr4	15471488	15603180	+	CC2D2A	CC2D2A	93	5.55E-2	Simul
chr4	15606161	15683302	-	FBXL5	FBXL5	64	6.95E-2	Simul
chr4	15704572	15739936	+	BST1	BST1	65	1.12E-1	Simul
chr4	15779897	15854853	+	CD38	CD38	74	6.26E-1	Simul
chr4	15937191	15940363	-	FGFBP1	FGFBP1	86	5.51E-1	Simul
chr4	15961865	15970932	-	FGFBP2	FGFBP2	105	5.83E-1	Simul
chr4	15964698	16086001	-	PROM1	PROM1	182	4.22E-1	Simul
chr4	16162127	16229033	-	TAPT1	TAPT1	85	1.58E-1	Simul
chr4	16503163	16900432	-	LDB2	LDB2	258	1.37E-1	Simul
chr4	17461883	17513857	-	QDPR	QDPR	80	2.24E-1	Simul
chr4	17516787	17528727	+	CLRN2	CLRN2	60	6.19E-2	Simul
chr4	17578814	17609595	+	LAP3	LAP3	33	1.75E-2	Simul
chr4	17616253	17635728	+	MED28	MED28	36	5.83E-3	Simul
chr4	17630928	17783135	-	FAM184B	FAM184B	75	5.19E-3	Simul
chr4	17802277	17812381	-	DCAF16	DCAF16	30	3.43E-3	Simul
chr4	17812524	17846485	+	NCAPG	NCAPG	31	3.08E-3	Simul
chr4	17842821	18023499	-	LCORL	LCORL	71	1.55E-1	Simul
chr4	20254882	20622184	+	SLIT2	SLIT2	184	1.75E-1	Simul
chr4	20697904	20754530	+	PACRGL	PACRGL	68	2.96E-1	Simul
chr4	20730238	21950422	-	KCNIP4	KCNIP4	683	5.13E-2	Simul
chr4	22346693	22517677	-	GPR125	GPR125	120	6.81E-1	Simul
chr4	23756663	23905712	-	PPARGC1A	PPARGC1A	132	1.77E-2	Simul
chr4	24519063	24586173	-	DHX15	DHX15	53	2.57E-1	Simul
chr4	24791533	24802464	+	SOD3	SOD3	47	9.53E-1	Simul
chr4	24807738	24981826	-	CCDC149	CCDC149	181	7.12E-1	Simul
chr4	25000468	25032501	-	LGI2	LGI2	138	6.14E-1	Simul
chr4	25121626	25162204	-	SEPSECS	SEPSECS	43	1.09E-1	Simul
chr4	25162262	25280714	+	PI4K2B	PI4K2B	82	4.23E-3	Simul
chr4	25314406	25372005	+	ZCCHC4	ZCCHC4	86	4.14E-3	Simul
chr4	25378834	25420120	+	ANAPC4	ANAPC4	66	5.39E-2	Simul
chr4	25656922	25680370	+	SLC34A2	SLC34A2	39	1.7E-1	Simul
chr4	25749054	25865382	-	SEL1L3	SEL1L3	99	3.22E-1	Simul
chr4	25863451	25931435	+	SMIM20	SMIM20	83	2.82E-1	Simul
chr4	26165076	26436541	+	RBPJ	RBPJ	137	5.2997063E-5	CONVERGED
chr4	26483021	26492084	-	CCKAR	CCKAR	62	8.42E-2	Simul
chr4	26578058	26756973	+	TBC1D19	TBC1D19	30	3.96E-1	Simul
chr4	26859299	27027003	+	STIM2	STIM2	89	5.71E-2	Simul
chr4	30722036	31148422	+	PCDH7	PCDH7	168	2.61E-2	Simul
chr4	35949842	36246131	-	ARAP2	ARAP2	198	4.68684277E-4	CONVERGED
chr4	36283243	36347378	+	DTHD1	DTHD1	75	1.95E-1	Simul
chr4	37245841	37451087	+	KIAA1239	KIAA1239	186	3.15E-1	Simul
chr4	37455562	37625117	+	C4orf19	C4orf19	163	1.47E-1	Simul
chr4	37592421	37687998	-	RELL1	RELL1	107	5.71E-2	Simul
chr4	37828254	37864558	+	PGM2	PGM2	91	3.25E-1	Simul
chr4	37892707	38140796	+	TBC1D1	TBC1D1	222	2.15E-1	Simul
chr4	37962055	37962746	+	PTTG2	PTTG2	73	1.6E-1	Simul
chr4	38628028	38666430	-	AC021860.1	AC021860.1	73	2.82E-3	Simul
chr4	38665816	38702663	+	KLF3	KLF3	57	6.97358886E-4	CONVERGED
chr4	38773859	38784611	-	TLR10	TLR10	57	5.84727896E-4	CONVERGED
chr4	38792297	38858438	-	TLR1	TLR1	78	6.63E-3	Simul
chr4	38825335	38858438	-	TLR6	TLR6	63	5.22E-3	Simul
chr4	38869297	38947360	+	FAM114A1	FAM114A1	98	6.66E-3	Simul
chr4	38968364	39034542	-	TMEM156	TMEM156	94	7.22E-3	Simul
chr4	39046658	39128477	+	KLHL5	KLHL5	73	2.58E-1	Simul
chr4	39184023	39287430	+	WDR19	WDR19	63	7.62E-1	Simul
chr4	39289075	39367995	-	RFC1	RFC1	55	7.8E-1	Simul
chr4	39408472	39453156	+	KLB	KLB	63	3.57E-2	Simul
chr4	39455743	39460568	-	RPL9	RPL9	58	3.39E-2	Simul
chr4	39460619	39479273	+	LIAS	LIAS	67	3.69E-2	Simul
chr4	39500374	39529931	-	UGDH	UGDH	58	1.25E-1	Simul
chr4	39547949	39640710	-	SMIM14	SMIM14	60	1.47E-1	Simul
chr4	39699663	39784412	+	UBE2K	UBE2K	66	3.33E-1	Simul
chr4	39824482	39979576	-	PDS5A	PDS5A	76	1.81E-3	Simul
chr4	40058445	40159872	+	N4BP2	N4BP2	72	3.21E-2	Simul
chr4	40192672	40248587	+	RHOH	RHOH	72	1.31E-1	Simul
chr4	40337345	40357234	+	CHRNA9	CHRNA9	75	2.11E-1	Simul
chr4	40425271	40632892	-	RBM47	RBM47	140	8.7E-1	Simul
chr4	40751913	40812002	+	NSUN7	NSUN7	73	7.39E-1	Simul
chr4	40812043	41218731	-	APBB2	APBB2	246	1.21E-1	Simul
chr4	41258429	41270472	+	UCHL1	UCHL1	56	3.66E-1	Simul
chr4	41361623	41702061	+	LIMCH1	LIMCH1	190	5.8E-1	Simul
chr4	41746098	41750987	-	PHOX2B	PHOX2B	53	2.37E-1	Simul
chr4	41937136	41962589	+	TMEM33	TMEM33	36	1.79E-2	Simul
chr4	41983712	41988476	+	DCAF4L1	DCAF4L1	38	1.62E-2	Simul
chr4	41992488	42092474	+	SLC30A9	SLC30A9	81	2.7E-2	Simul
chr4	42112954	42154895	-	BEND4	BEND4	53	8.39E-2	Simul
chr4	42399855	42404504	+	SHISA3	SHISA3	51	1.74E-1	Simul
chr4	42410389	42659122	-	ATP8A1	ATP8A1	173	3.68E-1	Simul
chr4	42895283	43032675	+	GRXCR1	GRXCR1	117	9.33E-1	Simul
chr4	44175925	44450824	-	KCTD8	KCTD8	104	2.54E-1	Simul
chr4	44624085	44680573	-	YIPF7	YIPF7	63	3.6E-1	Simul
chr4	44680443	44702943	+	GUF1	GUF1	35	2.48E-1	Simul
chr4	44684216	44728612	-	GNPDA2	GNPDA2	42	1.41E-1	Simul
chr4	46037785	46126098	-	GABRG1	GABRG1	37	4.09E-1	Simul
chr4	46250443	46477247	-	GABRA2	GABRA2	78	2.79E-1	Simul
chr4	46736843	46911252	-	COX7B2	COX7B2	85	8.16E-2	Simul
chr4	46920916	46996424	-	GABRA4	GABRA4	80	8.87E-2	Simul
chr4	46995739	47428461	+	GABRB1	GABRB1	220	1.84E-1	Simul
chr4	47452884	47465736	-	COMMD8	COMMD8	44	9.17E-1	Simul
chr4	47487304	47595503	+	ATP10D	ATP10D	112	7.68E-1	Simul
chr4	47596014	47840123	-	CORIN	CORIN	140	7.43E-2	Simul
chr4	47849256	47916653	-	NFXL1	NFXL1	58	2.84E-1	Simul
chr4	47916158	48042188	+	NIPAL1	NIPAL1	86	3.36E-1	Simul
chr4	47937993	48018689	-	CNGA1	CNGA1	63	2.6E-1	Simul
chr4	48068409	48136273	-	TXK	TXK	87	3.17E-1	Simul
chr4	48137799	48271881	-	TEC	TEC	124	7.81E-1	Simul
chr4	48343338	48428229	+	SLAIN2	SLAIN2	61	3.7E-1	Simul
chr4	48485359	48491213	+	SLC10A4	SLC10A4	33	1.58E-1	Simul
chr4	48492268	48496406	+	ZAR1	ZAR1	33	1.52E-1	Simul
chr4	48499377	48782339	-	FRYL	FRYL	75	2.76E-1	Simul
chr4	48807228	48863834	+	OCIAD1	OCIAD1	27	7.22E-1	Simul
chr4	48887035	48908954	-	OCIAD2	OCIAD2	22	8.88E-1	Simul
chr4	48988263	49064098	+	CWH43	CWH43	49	3.07E-1	Simul
chr4	52709165	52783003	+	DCUN1D4	DCUN1D4	46	5.36E-2	Simul
chr4	52859867	52883786	-	LRRC66	LRRC66	36	3.33E-1	Simul
chr4	52886871	52904648	-	SGCB	SGCB	37	4.18E-1	Simul
chr4	52917496	52963458	+	SPATA18	SPATA18	46	4.97E-1	Simul
chr4	53457137	53525502	-	USP46	USP46	37	6.44E-1	Simul
chr4	53588784	53617807	-	ERVMER34-1	ERVMER34-1	30	3.33E-1	Simul
chr4	53728456	53733000	+	RASL11B	RASL11B	40	2.54E-1	Simul
chr4	53739148	54232242	-	SCFD2	SCFD2	175	2.83E-1	Simul
chr4	54243809	55161439	+	FIP1L1	FIP1L1	458	3.62E-1	Simul
chr4	54325467	54567572	-	LNX1	LNX1	203	2E-1	Simul
chr4	54875955	54930857	-	CHIC2	CHIC2	52	7.1E-1	Simul
chr4	54927212	54927377	+	AC110792.1	AC110792.1	40	6.65E-1	Simul
chr4	54965689	54968672	+	GSX2	GSX2	42	1.57E-1	Simul
chr4	55095263	55164414	+	PDGFRA	PDGFRA	54	4.1E-1	Simul
chr4	55524084	55606881	+	KIT	KIT	104	2.01E-2	Simul
chr4	55944643	55991756	-	KDR	KDR	59	9.04E-2	Simul
chr4	56212275	56239263	+	SRD5A3	SRD5A3	48	8.77E-1	Simul
chr4	56262123	56319564	+	TMEM165	TMEM165	64	4.53E-1	Simul
chr4	56294069	56413305	-	CLOCK	CLOCK	80	4.38E-1	Simul
chr4	56422691	56458379	-	PDCL2	PDCL2	46	3.77E-2	Simul
chr4	56461395	56502865	-	NMU	NMU	51	6.33E-2	Simul
chr4	56719781	56771200	+	EXOC1	EXOC1	44	9.37E-1	Simul
chr4	56815036	56899529	+	CEP135	CEP135	64	8.44E-1	Simul
chr4	57036360	57194791	+	KIAA1211	KIAA1211	147	1.87E-1	Simul
chr4	57204455	57253666	-	AASDH	AASDH	69	6.69E-1	Simul
chr4	57259527	57301781	-	PPAT	PPAT	50	6.06E-1	Simul
chr4	57301906	57327534	+	PAICS	PAICS	44	4.54E-1	Simul
chr4	57333080	57369839	+	SRP72	SRP72	42	5.66E-1	Simul
chr4	57371508	57390614	+	ARL9	ARL9	34	4.97E-1	Simul
chr4	57396774	57469673	+	THEGL	THEGL	52	1.85E-1	Simul
chr4	57514154	57548065	-	HOPX	HOPX	58	3.78E-1	Simul
chr4	57676025	57687908	-	SPINK2	SPINK2	44	6.61E-1	Simul
chr4	57774074	57802010	+	REST	REST	59	4.38E-1	Simul
chr4	57829535	57844989	-	NOA1	NOA1	60	4.31E-1	Simul
chr4	57843887	57897334	+	POLR2B	POLR2B	121	2.87E-1	Simul
chr4	57896938	57976551	-	IGFBP7	IGFBP7	128	2.88E-1	Simul
chr4	62066975	62944053	+	LPHN3	LPHN3	297	3.58E-1	Simul
chr4	65140974	65275186	-	TECRL	TECRL	57	5.46E-1	Simul
chr4	66185280	66536213	-	EPHA5	EPHA5	195	4.47E-1	Simul
chr4	68337520	68411324	-	CENPC	CENPC	85	5.08E-1	Simul
