chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr6	52696452	52710893	-	GSTA5	GSTA5	19	5.75E-1	Simul
chr6	52761436	52774483	-	GSTA3	GSTA3	31	9.44E-1	Simul
chr6	52842750	52860176	-	GSTA4	GSTA4	76	9.94E-1	Simul
chr6	52866076	52926600	-	ICK	ICK	76	4E-1	Simul
chr6	52916788	52965671	+	FBXO9	FBXO9	39	3.56E-1	Simul
chr6	52991761	53013627	-	GCM1	GCM1	36	8.91E-1	Simul
chr6	53132195	53213947	-	ELOVL5	ELOVL5	66	2.03E-1	Simul
chr6	53362138	53481768	-	GCLC	GCLC	122	2.9E-1	Simul
chr6	53512698	53530506	-	KLHL31	KLHL31	83	2.32E-1	Simul
chr6	53659294	53788919	+	LRRC1	LRRC1	102	7.64E-1	Simul
chr6	53794779	54131078	+	MLIP	MLIP	189	7.43E-1	Simul
chr6	54172656	54254950	+	TINAG	TINAG	74	6.4E-1	Simul
chr6	54711568	54806820	+	FAM83B	FAM83B	78	1.66E-2	Simul
chr6	55039049	55147418	+	HCRTR2	HCRTR2	63	7.94E-1	Simul
chr6	55192266	55267291	+	GFRAL	GFRAL	82	5.36E-1	Simul
chr6	55299166	55444012	-	HMGCLL1	HMGCLL1	125	5.99E-1	Simul
chr6	55618442	55740362	-	BMP5	BMP5	93	8.88E-1	Simul
chr6	55921387	56258892	-	COL21A1	COL21A1	208	1.27E-1	Simul
chr6	56322784	56819426	-	DST	DST	155	8.31E-1	Simul
chr6	56819772	56892140	+	BEND6	BEND6	37	6.35E-1	Simul
chr6	56911346	56920023	+	KIAA1586	KIAA1586	21	2.12E-1	Simul
chr6	56951641	57035105	+	ZNF451	ZNF451	42	1.65E-1	Simul
chr6	57037123	57054631	+	BAG2	BAG2	29	1.66E-1	Simul
chr6	57053606	57087078	-	RAB23	RAB23	35	3.23E-1	Simul
chr6	57179602	57513375	+	PRIM2	PRIM2	38	3.12E-2	Simul
chr6	62284007	62284534	+	MTRNR2L9	MTRNR2L9	14	1.11E-2	Simul
chr6	62389864	62996132	-	KHDRBS2	KHDRBS2	205	3.16E-2	Simul
chr6	63921350	63922929	+	FKBP1C	FKBP1C	42	8.32E-1	Simul
chr6	63985855	64029882	-	LGSN	LGSN	34	8.62E-1	Simul
chr6	64231665	64293492	+	PTP4A1	PTP4A1	26	5.15E-1	Simul
chr6	64345724	64489229	+	PHF3	PHF3	32	7.67E-1	Simul
chr6	64429875	66417118	-	EYS	EYS	348	4.56E-1	Simul
chr6	71998505	72018653	+	OGFRL1	OGFRL1	36	3.69E-1	Simul
chr6	72596405	73112845	+	RIMS1	RIMS1	230	4.34E-1	Simul
chr6	73331519	73908574	+	KCNQ5	KCNQ5	239	6.3E-3	Simul
chr6	73933266	73935493	-	KHDC1L	KHDC1L	34	6.55E-1	Simul
chr6	73951036	74020088	-	KHDC1	KHDC1	39	8.62E-1	Simul
chr6	74062784	74064018	-	DPPA5	DPPA5	14	7.62E-1	Simul
chr6	74072399	74073894	+	KHDC3L	KHDC3L	13	6.8E-1	Simul
chr6	74078277	74104856	-	OOEP	OOEP	18	7.39E-1	Simul
chr6	74104470	74127292	+	DDX43	DDX43	20	7.25E-1	Simul
chr6	74123237	74161999	-	MB21D1	MB21D1	23	7.51E-1	Simul
chr6	74171300	74218959	+	MTO1	MTO1	30	2.78E-1	Simul
chr6	74225472	74233520	-	EEF1A1	EEF1A1	26	1.77E-1	Simul
chr6	74303101	74363878	-	SLC17A5	SLC17A5	41	1.98E-1	Simul
chr6	74405507	74538040	+	CD109	CD109	78	1.08E-1	Simul
chr6	75794041	75915767	-	COL12A1	COL12A1	30	8.22E-1	Simul
chr6	75947390	75960039	-	COX7A2	COX7A2	21	6.46E-1	Simul
chr6	75962639	75994684	-	TMEM30A	TMEM30A	33	7.93E-1	Simul
chr6	76001574	76203454	-	FILIP1	FILIP1	75	7.58E-1	Simul
chr6	76311224	76427997	+	SENP6	SENP6	36	5.04E-1	Simul
chr6	76458908	76629254	+	MYO6	MYO6	78	6.14E-1	Simul
chr6	76630831	76782395	-	IMPG1	IMPG1	83	1E-1	Simul
chr6	78171947	78173490	-	HTR1B	HTR1B	45	4.46E-1	Simul
chr6	79645583	79787953	-	PHIP	PHIP	55	9.95E-1	Simul
chr6	79910961	79944406	-	HMGN3	HMGN3	40	9.3E-1	Simul
chr6	80194707	80247175	-	LCA5	LCA5	68	3.27E-1	Simul
chr6	80340999	80413372	+	SH3BGRL2	SH3BGRL2	79	7.22E-1	Simul
chr6	80624528	80657297	-	ELOVL4	ELOVL4	58	3.62E-1	Simul
chr6	80713603	80752244	+	TTK	TTK	54	8.74E-1	Simul
chr6	80816363	81055987	+	BCKDHB	BCKDHB	117	7.76E-1	Simul
chr6	82201155	82462491	-	FAM46A	FAM46A	102	2E-1	Simul
chr6	82879699	82957471	-	IBTK	IBTK	37	4.48E-1	Simul
chr6	83072922	83080545	+	TPBG	TPBG	27	4.98E-1	Simul
chr6	83602116	83775560	-	UBE3D	UBE3D	84	5.39E-1	Simul
chr6	83777384	83881069	+	DOPEY1	DOPEY1	52	5.39E-1	Simul
chr6	83870868	83903655	-	PGM3	PGM3	38	9.02E-1	Simul
chr6	83903097	83908651	+	RWDD2A	RWDD2A	34	8.94E-1	Simul
chr6	83920107	84140797	-	ME1	ME1	90	9.65E-1	Simul
chr6	84222193	84235423	+	PRSS35	PRSS35	43	7.89E-1	Simul
chr6	84262598	84419410	-	SNAP91	SNAP91	79	8.67E-1	Simul
chr6	84562984	84567234	+	RIPPLY2	RIPPLY2	12	8.14E-1	Simul
chr6	84569361	84677143	+	CYB5R4	CYB5R4	20	9.64E-1	Simul
chr6	84743474	84800600	+	MRAP2	MRAP2	44	6.61E-1	Simul
chr6	84833959	84937353	-	KIAA1009	KIAA1009	49	6.42E-1	Simul
chr6	85397068	85474237	-	TBX18	TBX18	87	9.26E-1	Simul
chr6	86159808	86205500	+	NT5E	NT5E	44	6.46E-1	Simul
chr6	86215213	86303874	-	SNX14	SNX14	46	7.22E-1	Simul
chr6	86318052	86353510	-	SYNCRIP	SYNCRIP	28	8.27E-1	Simul
chr6	87647023	87726349	+	HTR1E	HTR1E	51	2.23E-1	Simul
chr6	87795215	87804824	-	CGA	CGA	49	2.21E-1	Simul
chr6	87862550	87973914	+	ZNF292	ZNF292	61	1.93E-1	Simul
chr6	87992695	88038996	-	GJB7	GJB7	64	7.16E-2	Simul
chr6	88032300	88052043	+	SMIM8	SMIM8	61	6.59E-2	Simul
chr6	88054566	88075181	+	C6orf163	C6orf163	60	7.06E-2	Simul
chr6	88106839	88109467	+	C6orf164	C6orf164	49	6.98E-2	Simul
chr6	88117700	88174183	+	C6ORF165	C6ORF165	60	6.56E-2	Simul
chr6	88180340	88222054	+	SLC35A1	SLC35A1	38	3.62E-2	Simul
chr6	88224095	88299721	-	RARS2	RARS2	41	2.48E-2	Simul
chr6	88299838	88377169	+	ORC3	ORC3	47	2.99E-2	Simul
chr6	88384789	88411927	-	AKIRIN2	AKIRIN2	39	3.13E-2	Simul
chr6	88757506	88776550	+	SPACA1	SPACA1	23	7.67E-1	Simul
chr6	88849582	88876078	-	CNR1	CNR1	74	4.82E-1	Simul
chr6	89319984	89673348	-	RNGTT	RNGTT	102	5.73E-3	Simul
chr6	89674245	89676685	+	AL079342.1	AL079342.1	22	4.75E-2	Simul
chr6	89790469	89794879	+	PNRC1	PNRC1	39	2.67E-1	Simul
chr6	89805677	89827800	-	SRSF12	SRSF12	37	1.89E-1	Simul
chr6	89887219	89940997	-	GABRR1	GABRR1	89	9.34E-2	Simul
chr6	89966926	90025018	-	GABRR2	GABRR2	84	2.4E-1	Simul
chr6	90036343	90062567	-	UBE2J1	UBE2J1	49	2.39E-1	Simul
chr6	90074354	90121989	-	RRAGD	RRAGD	48	2.3E-1	Simul
chr6	90142888	90343553	+	ANKRD6	ANKRD6	97	2.68E-1	Simul
chr6	90277862	90348472	-	LYRM2	LYRM2	60	2.67E-1	Simul
chr6	90352217	90529442	-	MDN1	MDN1	93	2.12E-1	Simul
chr6	90604187	90605839	+	GJA10	GJA10	33	4.12E-2	Simul
chr6	90636247	91006627	-	BACH2	BACH2	166	4.09664125E-4	CONVERGED
chr6	91223291	91296764	-	MAP3K7	MAP3K7	96	3.48E-2	Simul
chr6	93949737	94129265	-	EPHA7	EPHA7	114	3.51E-1	Simul
chr6	96025418	96057333	+	MANEA	MANEA	44	2E-1	Simul
chr6	96463859	96663488	+	FUT9	FUT9	109	1.82E-1	Simul
chr6	96969470	97003152	+	UFL1	UFL1	20	2.4E-1	Simul
chr6	97010423	97064512	+	FHL5	FHL5	44	4.53E-1	Simul
chr6	97242001	97285353	-	GPR63	GPR63	52	3.97E-1	Simul
chr6	97337188	97345757	-	NDUFAF4	NDUFAF4	37	3.17E-1	Simul
chr6	97372604	97588630	+	KLHL32	KLHL32	112	3E-1	Simul
chr6	97590036	97731093	-	MMS22L	MMS22L	50	7.39E-2	Simul
chr6	99282579	99286660	+	POU3F2	POU3F2	49	1.78E-2	Simul
chr6	99316419	99395849	-	FBXL4	FBXL4	55	1.95E-2	Simul
chr6	99719044	99797938	-	FAXC	FAXC	81	3.1E-1	Simul
chr6	99817275	99842080	-	COQ3	COQ3	57	1.74E-1	Simul
chr6	99845926	99873207	-	PNISR	PNISR	54	1.69E-1	Simul
chr6	99880189	99969604	-	USP45	USP45	73	2.37E-1	Simul
chr6	99990255	100016849	-	CCNC	CCNC	44	9.69E-1	Simul
chr6	100054605	100063454	+	PRDM13	PRDM13	41	8.94E-1	Simul
chr6	100367785	100442123	-	MCHR2	MCHR2	36	6.41E-1	Simul
chr6	100832890	100912805	-	SIM1	SIM1	69	2.92E-1	Simul
chr6	100956069	101329248	-	ASCC3	ASCC3	106	2.27E-1	Simul
chr6	101846663	102517958	+	GRIK2	GRIK2	222	2.36E-1	Simul
chr6	105175967	105307794	-	HACE1	HACE1	63	9.99E-2	Simul
chr6	105404922	105531207	+	LIN28B	LIN28B	39	3.61E-3	Simul
chr6	105544696	105585049	-	BVES	BVES	36	3.21E-1	Simul
chr6	105606154	105627870	-	POPDC3	POPDC3	26	2.89E-1	Simul
chr6	105725439	105850959	-	PREP	PREP	84	1.91E-1	Simul
chr6	106534194	106557814	+	PRDM1	PRDM1	66	1.99283824E-5	CONVERGED
chr6	106632350	106773666	-	ATG5	ATG5	92	6.07E-1	Simul
chr6	106959729	107018326	+	AIM1	AIM1	115	9.19E-1	Simul
chr6	107018902	107077373	-	RTN4IP1	RTN4IP1	90	8.32E-1	Simul
chr6	107077452	107116292	+	QRSL1	QRSL1	68	2.4E-1	Simul
chr6	107349406	107372546	+	C6orf203	C6orf203	32	1.45E-1	Simul
chr6	107386385	107436473	-	BEND3	BEND3	37	1.6E-1	Simul
chr6	107473760	107780768	-	PDSS2	PDSS2	109	6.62E-1	Simul
chr6	107811161	107981357	+	SOBP	SOBP	120	2.73E-1	Simul
chr6	108025307	108145521	-	SCML4	SCML4	136	9.99E-1	Simul
chr6	108188959	108279393	-	SEC63	SEC63	45	9.75E-1	Simul
chr6	108362612	108487058	-	OSTM1	OSTM1	49	4.73E-1	Simul
chr6	108487261	108510013	+	NR2E1	NR2E1	29	5.71E-1	Simul
chr6	108532425	108582464	-	SNX3	SNX3	33	4.61E-1	Simul
chr6	108616097	108847999	+	LACE1	LACE1	77	5.31E-1	Simul
chr6	108881037	109005977	+	FOXO3	FOXO3	83	6.01E-1	Simul
chr6	109169618	109295186	+	ARMC2	ARMC2	69	5.67E-1	Simul
chr6	109307639	109416022	-	SESN1	SESN1	35	2.58E-1	Simul
chr6	109416312	109485135	+	CEP57L1	CEP57L1	35	2.92E-1	Simul
chr6	109687716	109703762	-	CD164	CD164	40	8.91E-2	Simul
chr6	109711417	109762374	-	PPIL6	PPIL6	42	1.6E-1	Simul
chr6	109761965	109765122	+	SMPD2	SMPD2	29	1.13E-1	Simul
chr6	109765264	109787171	-	MICAL1	MICAL1	33	1.33E-1	Simul
chr6	109783796	109804440	-	ZBTB24	ZBTB24	35	1.51E-1	Simul
chr6	109814058	110012420	-	AK9	AK9	80	8.46E-2	Simul
chr6	110012498	110146631	+	FIG4	FIG4	69	3.21E-1	Simul
chr6	110299513	110301921	+	GPR6	GPR6	51	4.6E-1	Simul
chr6	110421021	110501207	-	WASF1	WASF1	31	4.43E-1	Simul
chr6	110501343	110575478	+	CDC40	CDC40	40	4.54E-1	Simul
chr6	110567130	110679475	-	METTL24	METTL24	76	5.74E-1	Simul
chr6	110712973	110736765	-	DDO	DDO	69	4.11E-1	Simul
chr6	110745889	110797844	-	SLC22A16	SLC22A16	89	4.68E-1	Simul
chr6	110931180	111137161	-	CDK19	CDK19	72	5.36E-1	Simul
chr6	111195972	111216916	+	AMD1	AMD1	21	4.67E-1	Simul
chr6	111279762	111289093	+	GTF3C6	GTF3C6	35	1.18E-1	Simul
chr6	111303217	111349466	+	RPF2	RPF2	47	1.8E-1	Simul
chr6	111408780	111552397	+	SLC16A10	SLC16A10	72	4.35E-1	Simul
chr6	111580550	111592370	+	KIAA1919	KIAA1919	46	2.97E-1	Simul
chr6	111620233	111804918	-	REV3L	REV3L	73	3E-2	Simul
chr6	111877656	111927481	-	TRAF3IP2	TRAF3IP2	68	1.05E-2	Simul
chr6	111981534	112194655	-	FYN	FYN	120	1.84E-2	Simul
chr6	112375274	112392171	+	WISP3	WISP3	50	2.28E-1	Simul
chr6	112391979	112408732	-	TUBE1	TUBE1	55	1.74E-1	Simul
chr6	112408801	112423993	+	FAM229B	FAM229B	53	1.96E-1	Simul
chr6	112429962	112576141	-	LAMA4	LAMA4	126	3.31E-2	Simul
chr6	112668531	112672498	+	RFPL4B	RFPL4B	50	7.21E-1	Simul
chr6	114178540	114184648	+	MARCKS	MARCKS	45	6.06E-1	Simul
chr6	114254191	114332472	-	HDAC2	HDAC2	78	7.23E-1	Simul
chr6	114376749	114664209	-	HS3ST5	HS3ST5	123	7.94E-1	Simul
chr6	116252311	116381921	-	FRK	FRK	77	7.53E-1	Simul
chr6	116422011	116570660	+	NT5DC1	NT5DC1	70	7.07E-1	Simul
chr6	116440085	116479910	-	COL10A1	COL10A1	33	4.99E-1	Simul
chr6	116571150	116575261	-	TSPYL4	TSPYL4	33	5.94E-1	Simul
chr6	116575335	116762424	+	DSE	DSE	97	8.98E-1	Simul
chr6	116597740	116601066	-	TSPYL1	TSPYL1	33	5.88E-1	Simul
chr6	116782532	116784934	+	FAM26F	FAM26F	39	8.87E-1	Simul
chr6	116816151	116866773	-	TRAPPC3L	TRAPPC3L	48	6.46E-1	Simul
chr6	116832808	116845955	+	FAM26E	FAM26E	34	8.41E-1	Simul
chr6	116850173	116880031	+	FAM26D	FAM26D	39	5.24E-1	Simul
chr6	116892529	116918838	+	RWDD1	RWDD1	40	4.45E-1	Simul
chr6	116937641	116954148	+	RSPH4A	RSPH4A	29	3.83E-1	Simul
chr6	116956780	116989957	-	ZUFSP	ZUFSP	27	3.43E-1	Simul
chr6	117002349	117063029	+	KPNA5	KPNA5	35	1.08E-1	Simul
chr6	117073362	117086886	-	FAM162B	FAM162B	33	8.7E-2	Simul
chr6	117113247	117150200	-	GPRC6A	GPRC6A	42	6.95E-2	Simul
chr6	117198374	117253326	+	RFX6	RFX6	72	2.99E-2	Simul
chr6	117586720	117594728	+	VGLL2	VGLL2	49	5.28E-1	Simul
chr6	117609462	117747018	-	ROS1	ROS1	112	8.64E-2	Simul
chr6	117639373	117923691	-	GOPC	GOPC	165	5.07E-2	Simul
chr6	117774979	117891021	+	DCBLD1	DCBLD1	93	2.64E-2	Simul
chr6	117996664	118031803	+	NUS1	NUS1	31	6.65E-2	Simul
chr6	118228688	118638839	+	SLC35F1	SLC35F1	165	4.09E-1	Simul
chr6	118781934	119031238	-	CEP85L	CEP85L	96	4.01E-1	Simul
chr6	118869460	118881893	+	PLN	PLN	18	1.55E-1	Simul
chr6	119134604	119256327	-	MCM9	MCM9	41	9.44E-1	Simul
chr6	119215383	119230332	+	ASF1A	ASF1A	16	9.84E-1	Simul
chr6	119280927	119470552	-	FAM184A	FAM184A	102	5.84E-1	Simul
chr6	119498373	119670926	-	MAN1A1	MAN1A1	111	1.48E-3	Simul
chr6	121756837	121770873	+	GJA1	GJA1	46	2.83E-1	Simul
chr6	122720690	122754264	+	HSF2	HSF2	57	2.13E-2	Simul
chr6	122764498	122792967	-	SERINC1	SERINC1	36	5.82E-2	Simul
chr6	122793075	123047518	+	PKIB	PKIB	119	1E-1	Simul
chr6	123100619	123105219	+	FABP7	FABP7	39	1.17E-1	Simul
chr6	123110314	123130865	+	SMPDL3A	SMPDL3A	41	1.35E-1	Simul
chr6	123317115	123394072	+	CLVS2	CLVS2	56	2E-1	Simul
chr6	123537482	123958238	-	TRDN	TRDN	178	4.5E-1	Simul
chr6	124125285	125146803	+	NKAIN2	NKAIN2	441	2.94E-1	Simul
chr6	125283690	125413779	+	RNF217	RNF217	79	9.63E-1	Simul
chr6	125440194	125585553	+	TPD52L1	TPD52L1	85	9.66E-1	Simul
chr6	125541107	125623282	-	HDDC2	HDDC2	69	9.21E-1	Simul
chr6	126068809	126082415	+	HEY2	HEY2	35	8.96E-1	Simul
chr6	126102306	126252266	+	NCOA7	NCOA7	83	5E-1	Simul
chr6	126277926	126301387	+	HINT3	HINT3	29	3E-1	Simul
chr6	126307575	126360422	+	TRMT11	TRMT11	28	2.28E-1	Simul
chr6	126661319	126670021	+	CENPW	CENPW	16	7.24E-2	Simul
chr6	127439748	127518910	+	RSPO3	RSPO3	52	9.97409452E-5	CONVERGED
chr6	127587754	127609712	+	RNF146	RNF146	20	7.4E-1	Simul
chr6	127609854	127664754	-	ECHDC1	ECHDC1	26	7.32E-1	Simul
chr6	127759550	127840500	-	SOGA3	SOGA3	60	9.66E-1	Simul
chr6	127840599	127912962	+	C6orf58	C6orf58	58	1.14E-1	Simul
chr6	128029216	128239776	-	THEMIS	THEMIS	90	1.76E-2	Simul
chr6	128289923	128841870	-	PTPRK	PTPRK	125	2.23E-2	Simul
chr6	129204341	129837714	+	LAMA2	LAMA2	266	2.25E-1	Simul
chr6	129897276	130031370	-	ARHGAP18	ARHGAP18	136	2.31E-2	Simul
chr6	130152388	130182692	-	TMEM244	TMEM244	56	9.23E-1	Simul
chr6	130334843	130462594	+	L3MBTL3	L3MBTL3	108	6.56E-1	Simul
chr6	130465459	130686570	-	SAMD3	SAMD3	148	1.1E-1	Simul
chr6	130686878	130764208	+	TMEM200A	TMEM200A	75	6.6E-2	Simul
chr6	131160486	131384462	-	EPB41L2	EPB41L2	129	8.08E-1	Simul
chr6	131456805	131604675	+	AKAP7	AKAP7	78	3.8E-1	Simul
chr6	131894283	131905472	+	ARG1	ARG1	25	5.61E-1	Simul
chr6	131895105	131949369	-	MED23	MED23	34	3.43E-1	Simul
chr6	131949581	132068553	+	ENPP3	ENPP3	57	3.99E-1	Simul
chr6	132021519	132022635	-	OR2A4	OR2A4	25	2.2E-1	Simul
chr6	132029580	132032206	-	CTAGE9	CTAGE9	26	2.34E-1	Simul
chr6	132129155	132216295	+	ENPP1	ENPP1	70	2.97E-1	Simul
chr6	132269315	132272513	-	CTGF	CTGF	48	1.29E-1	Simul
chr6	132617193	132722684	-	MOXD1	MOXD1	63	8.23E-1	Simul
chr6	132767005	132834337	-	STX7	STX7	80	2.26E-1	Simul
chr6	132873831	132874860	+	TAAR8	TAAR8	81	2.24E-1	Simul
chr6	132891460	132892498	+	TAAR6	TAAR6	84	2.13E-1	Simul
chr6	132909730	132910877	-	TAAR5	TAAR5	86	2.79E-1	Simul
chr6	132938160	132945414	-	TAAR2	TAAR2	73	7.51E-1	Simul
chr6	132966122	132967142	-	TAAR1	TAAR1	58	5.35E-1	Simul
chr6	133002728	133035188	-	VNN1	VNN1	66	3.67E-1	Simul
chr6	133043925	133055904	-	VNN3	VNN3	64	3.56E-1	Simul
chr6	133065008	133084598	-	VNN2	VNN2	61	2.64E-1	Simul
chr6	133090508	133119701	-	SLC18B1	SLC18B1	63	2.1E-1	Simul
chr6	133135579	133138703	+	RPS12	RPS12	54	1.25E-1	Simul
chr6	133561735	133853258	+	EYA4	EYA4	168	3.35E-1	Simul
chr6	134210275	134216691	+	TCF21	TCF21	38	8.98E-1	Simul
chr6	134273307	134311570	+	TBPL1	TBPL1	34	9.28E-1	Simul
chr6	134309834	134373774	-	SLC2A12	SLC2A12	48	2.35E-1	Simul
chr6	134490383	134639250	-	SGK1	SGK1	89	1.8847889E-4	CONVERGED
chr6	135238527	135271260	-	ALDH8A1	ALDH8A1	38	4.04E-1	Simul
chr6	135281515	135424194	-	HBS1L	HBS1L	77	4.39E-1	Simul
chr6	135502452	135540311	+	MYB	MYB	30	2.58E-1	Simul
chr6	135604669	135818914	-	AHI1	AHI1	36	8.62E-1	Simul
chr6	136172833	136516712	+	PDE7B	PDE7B	109	8.16E-1	Simul
chr6	136552161	136571473	-	MTFR2	MTFR2	12	7.55E-1	Simul
chr6	136578000	136610989	-	BCLAF1	BCLAF1	15	7.66E-1	Simul
chr6	136663874	136871957	-	MAP7	MAP7	64	9E-1	Simul
chr6	136878184	137113656	-	MAP3K5	MAP3K5	77	4.86E-2	Simul
chr6	137143716	137235075	+	PEX7	PEX7	44	2.53E-2	Simul
chr6	137243401	137246777	+	SLC35D3	SLC35D3	29	9.92E-2	Simul
chr6	137321107	137366298	-	IL20RA	IL20RA	30	6.5E-1	Simul
chr6	137464967	137494785	-	IL22RA2	IL22RA2	46	2.44614117E-4	CONVERGED
chr6	137518620	137540586	-	IFNGR1	IFNGR1	39	2.32506154E-4	CONVERGED
chr6	137813335	137815531	-	OLIG3	OLIG3	44	6.38E-1	Simul
chr6	138188350	138204449	+	TNFAIP3	TNFAIP3	30	2.9E-1	Simul
chr6	138409641	138428648	-	PERP	PERP	51	1.005E-1	Simul
chr6	138483057	138665800	+	KIAA1244	KIAA1244	100	1.18E-1	Simul
chr6	138537128	138539627	-	PBOV1	PBOV1	38	1.9E-1	Simul
chr6	138724667	138743334	+	HEBP2	HEBP2	31	4.93E-1	Simul
chr6	138743179	139013708	-	NHSL1	NHSL1	113	3.34E-1	Simul
chr6	139094656	139114456	+	CCDC28A	CCDC28A	62	4.43E-1	Simul
chr6	139117062	139225207	+	ECT2L	ECT2L	89	7.06E-1	Simul
chr6	139224629	139309398	-	REPS1	REPS1	50	5.18E-1	Simul
chr6	139349818	139364439	+	ABRACL	ABRACL	31	4.51E-1	Simul
chr6	139456248	139501939	+	HECA	HECA	47	5.09E-1	Simul
chr6	139561197	139613276	-	TXLNB	TXLNB	45	1.19E-1	Simul
chr6	139693392	139695757	-	CITED2	CITED2	40	2.44E-1	Simul
chr6	142379466	142409936	-	NMBR	NMBR	38	9.04E-1	Simul
chr6	142454226	142456288	+	GJE1	GJE1	33	8.27E-1	Simul
chr6	142468366	142545826	+	VTA1	VTA1	54	8.82E-1	Simul
chr6	142622990	142767403	+	GPR126	GPR126	55	3.62E-1	Simul
chr6	143072603	143266338	-	HIVEP2	HIVEP2	113	1.55E-1	Simul
chr6	143381632	143661441	+	AIG1	AIG1	124	3.25E-1	Simul
chr6	143743968	143771810	-	ADAT2	ADAT2	57	1.96E-1	Simul
chr6	143771943	143811147	+	PEX3	PEX3	71	1.6E-1	Simul
chr6	143815947	143832827	-	FUCA2	FUCA2	65	1.13E-2	Simul
chr6	143857981	144152322	+	PHACTR2	PHACTR2	214	2.78E-2	Simul
chr6	144164480	144184949	+	LTV1	LTV1	32	8.78E-1	Simul
chr6	144185572	144259483	+	ZC2HC1B	ZC2HC1B	53	4.83E-1	Simul
chr6	144261436	144385735	-	PLAGL1	PLAGL1	75	6.02E-1	Simul
chr6	144416017	144416754	-	SF3B5	SF3B5	39	7E-1	Simul
chr6	144471662	144509507	+	STX11	STX11	48	2.85E-1	Simul
chr6	144606836	145174170	+	UTRN	UTRN	216	3.24E-1	Simul
chr6	145822718	146057160	-	EPM2A	EPM2A	73	4.12E-2	Simul
chr6	146114637	146135889	-	FBXO30	FBXO30	19	3.35E-2	Simul
chr6	146185380	146285559	-	SHPRH	SHPRH	31	4.34E-2	Simul
chr6	146348781	146758734	+	GRM1	GRM1	113	2.72E-1	Simul
chr6	146864828	146876101	+	RAB32	RAB32	31	6.78E-1	Simul
chr6	146920100	147136598	+	ADGB	ADGB	122	5.25E-1	Simul
chr6	147525560	147706866	+	STXBP5	STXBP5	54	6.9E-1	Simul
chr6	147830062	148058683	+	SAMD5	SAMD5	143	3.3E-1	Simul
chr6	148593439	148873186	+	SASH1	SASH1	195	2.63E-3	Simul
chr6	149068463	149398126	+	UST	UST	222	3.29E-1	Simul
chr6	149539776	149732749	+	TAB2	TAB2	126	1.93E-2	Simul
chr6	149721494	149722177	+	SUMO4	SUMO4	37	1.71E-1	Simul
chr6	149768793	149806197	-	ZC3H12D	ZC3H12D	46	2.51E-1	Simul
chr6	149825868	149867174	-	PPIL4	PPIL4	28	2.26E-1	Simul
chr6	149887429	149912884	+	GINM1	GINM1	14	4.48E-1	Simul
chr6	149916008	149970108	-	KATNA1	KATNA1	28	3.43E-1	Simul
chr6	149979288	150039392	-	LATS1	LATS1	31	4.12E-1	Simul
chr6	150045450	150070801	-	NUP43	NUP43	19	5.43E-1	Simul
chr6	150070578	150132556	+	PCMT1	PCMT1	31	6.22E-1	Simul
chr6	150139933	150186199	-	LRP11	LRP11	41	5.78E-1	Simul
chr6	150204510	150219238	-	RAET1E	RAET1E	36	5.74E-1	Simul
chr6	150238013	150244257	-	RAET1G	RAET1G	25	5.44E-1	Simul
chr6	150263135	150270371	+	ULBP2	ULBP2	21	3.33E-1	Simul
chr6	150285142	150294846	+	ULBP1	ULBP1	21	3.55E-1	Simul
chr6	150339469	150346668	-	RAET1L	RAET1L	43	4.71E-1	Simul
chr6	150384285	150390231	-	ULBP3	ULBP3	61	5.32E-1	Simul
chr6	150464211	150571493	+	PPP1R14C	PPP1R14C	102	7.31E-1	Simul
chr6	150690027	150727105	+	IYD	IYD	99	6.71E-1	Simul
chr6	150920998	151164799	+	PLEKHG1	PLEKHG1	182	5.64E-2	Simul
chr6	151186684	151423023	+	MTHFD1L	MTHFD1L	179	3.73E-1	Simul
chr6	151561133	151679692	+	AKAP12	AKAP12	99	4.12E-3	Simul
chr6	151685251	151712683	-	ZBTB2	ZBTB2	47	5.35E-1	Simul
chr6	151725988	151773259	-	RMND1	RMND1	41	1.83E-1	Simul
chr6	151773421	151791236	+	C6orf211	C6orf211	34	2.08E-1	Simul
chr6	151815164	151942328	+	CCDC170	CCDC170	122	3.64E-1	Simul
chr6	151977825	152450754	+	ESR1	ESR1	247	2.31E-1	Simul
chr6	152442818	152958936	-	SYNE1	SYNE1	304	1.17E-1	Simul
chr6	153019029	153045702	+	MYCT1	MYCT1	53	7.79E-1	Simul
chr6	153071932	153080900	+	VIP	VIP	54	4.96E-1	Simul
chr6	153291663	153304714	-	FBXO5	FBXO5	74	9.05E-1	Simul
chr6	153308496	153323820	-	MTRF1L	MTRF1L	76	9.23E-1	Simul
chr6	153325593	153452384	-	RGS17	RGS17	122	9.6E-1	Simul
chr6	153552454	153668623	+	AL590867.1	AL590867.1	79	8.8E-1	Simul
chr6	154331630	154568001	+	OPRM1	OPRM1	166	3.75E-3	Simul
chr6	154475630	154677926	-	IPCEF1	IPCEF1	158	4.49E-3	Simul
chr6	154708637	154831793	-	CNKSR3	CNKSR3	102	1.12E-1	Simul
chr6	155054458	155155192	+	SCAF8	SCAF8	52	3.81E-1	Simul
chr6	155153830	155578857	+	TIAM2	TIAM2	201	3.5E-1	Simul
chr6	155578642	155635627	-	TFB1M	TFB1M	72	6.35E-1	Simul
