chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr5	139781398	139929163	+	ANKHD1	ANKHD1	1	9.03E-1	Simul
chr5	139781492	139929154	+	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	1	8.87E-1	Simul
chr5	139937852	139973337	-	APBB3	APBB3	1	7E-1	Simul
chr5	140011312	140013286	-	CD14	CD14	5	2.14E-1	Simul
chr5	140018324	140027370	-	NDUFA2	NDUFA2	5	1.91E-1	Simul
chr5	140019011	140024993	+	TMCO6	TMCO6	5	2.2E-1	Simul
chr5	140026642	140042064	+	IK	IK	6	2.01E-1	Simul
chr5	140044260	140053709	+	WDR55	WDR55	6	1.95E-1	Simul
chr5	140050378	140053171	-	DND1	DND1	6	2.03E-1	Simul
chr5	140052757	140071609	-	HARS	HARS	6	1.98E-1	Simul
chr5	140071010	140078889	+	HARS2	HARS2	6	2.12E-1	Simul
chr5	140078264	140086248	+	ZMAT2	ZMAT2	3	1.43E-1	Simul
chr5	140165875	140391929	+	PCDHA1	PCDHA1	8	5.53E-1	Simul
chr5	140174443	140391929	+	PCDHA2	PCDHA2	8	5.26E-1	Simul
chr5	140180782	140391929	+	PCDHA3	PCDHA3	8	5.2E-1	Simul
chr5	140186658	140391929	+	PCDHA4	PCDHA4	7	5.76E-1	Simul
chr5	140201221	140391929	+	PCDHA5	PCDHA5	7	5.21E-1	Simul
chr5	140207562	140391929	+	PCDHA6	PCDHA6	7	5.55E-1	Simul
chr5	140213968	140391929	+	PCDHA7	PCDHA7	7	5.31E-1	Simul
chr5	140220906	140391929	+	PCDHA8	PCDHA8	7	5.58E-1	Simul
chr5	140227047	140391929	+	PCDHA9	PCDHA9	7	5.63E-1	Simul
chr5	140235594	140391929	+	PCDHA10	PCDHA10	6	5.37E-1	Simul
chr5	140240340	140243224	-	AC005609.1	AC005609.1	3	3.65E-1	Simul
chr5	140248688	140391929	+	PCDHA11	PCDHA11	5	4.96E-1	Simul
chr5	140255057	140391929	+	PCDHA12	PCDHA12	5	4.87E-1	Simul
chr5	140261792	140391929	+	PCDHA13	PCDHA13	5	5.1E-1	Simul
chr5	140306301	140391929	+	PCDHAC1	PCDHAC1	2	2.68E-1	Simul
chr5	140345819	140391936	+	PCDHAC2	PCDHAC2	2	2.74E-1	Simul
chr5	140514799	140517703	+	PCDHB5	PCDHB5	1	7.47E-1	Simul
chr5	140529682	140532868	+	PCDHB6	PCDHB6	1	7.49E-1	Simul
chr5	140535576	140538639	+	PCDHB17	PCDHB17	1	7.39E-1	Simul
chr5	140552242	140555957	+	PCDHB7	PCDHB7	1	7.53E-1	Simul
chr5	140557370	140560081	+	PCDHB8	PCDHB8	1	7.43E-1	Simul
chr5	140560979	140565793	+	PCDHB16	PCDHB16	1	7.56E-1	Simul
chr5	140571941	140575215	+	PCDHB10	PCDHB10	1	7.49E-1	Simul
chr5	140579182	140582618	+	PCDHB11	PCDHB11	1	7.71E-1	Simul
chr5	140588268	140591696	+	PCDHB12	PCDHB12	1	7.69E-1	Simul
chr5	140593508	140596993	+	PCDHB13	PCDHB13	1	7.4E-1	Simul
chr5	140602930	140605858	+	PCDHB14	PCDHB14	1	7.59E-1	Simul
chr5	140710251	140892546	+	PCDHGA1	PCDHGA1	3	7.32E-2	Simul
chr5	140718538	140892546	+	PCDHGA2	PCDHGA2	3	6.98E-2	Simul
chr5	140723600	140892546	+	PCDHGA3	PCDHGA3	3	6.9E-2	Simul
chr5	140729827	140892546	+	PCDHGB1	PCDHGB1	3	6.83E-2	Simul
chr5	140734767	140892546	+	PCDHGA4	PCDHGA4	3	6.83E-2	Simul
chr5	140739702	140892546	+	PCDHGB2	PCDHGB2	3	7.42E-2	Simul
chr5	140743897	140892546	+	PCDHGA5	PCDHGA5	3	7.52E-2	Simul
chr5	140749830	140892546	+	PCDHGB3	PCDHGB3	3	7.21E-2	Simul
chr5	140753650	140892546	+	PCDHGA6	PCDHGA6	3	7.02E-2	Simul
chr5	140762466	140892546	+	PCDHGA7	PCDHGA7	3	6.54E-2	Simul
chr5	140767451	140892546	+	PCDHGB4	PCDHGB4	3	6.89E-2	Simul
chr5	140772380	140892546	+	PCDHGA8	PCDHGA8	3	6.61E-2	Simul
chr5	140782519	140892546	+	PCDHGA9	PCDHGA9	3	7.15E-2	Simul
chr5	140787769	140892546	+	PCDHGB6	PCDHGB6	3	7.36E-2	Simul
chr5	140792742	140892546	+	PCDHGA10	PCDHGA10	3	7.03E-2	Simul
chr5	140797426	140892546	+	PCDHGB7	PCDHGB7	3	7.48E-2	Simul
chr5	140800761	140891835	+	PCDHGA11	PCDHGA11	3	7.65E-2	Simul
chr5	140810184	140892546	+	PCDHGA12	PCDHGA12	3	7.24E-2	Simul
chr5	140855579	140892542	+	PCDHGC3	PCDHGC3	2	4.58E-2	Simul
chr5	140864740	140892546	+	PCDHGC4	PCDHGC4	2	4.66E-2	Simul
chr5	140868807	140892546	+	PCDHGC5	PCDHGC5	2	4.72E-2	Simul
chr5	140894582	140998622	-	DIAPH1	DIAPH1	4	9.01E-2	Simul
chr5	141000442	141016437	-	HDAC3	HDAC3	3	2.2E-1	Simul
chr5	141016516	141020644	+	RELL2	RELL2	3	2.11E-1	Simul
chr5	141018868	141030986	-	FCHSD1	FCHSD1	4	2.84E-1	Simul
chr5	141032967	141061788	-	ARAP3	ARAP3	8	4.58E-1	Simul
chr5	141232937	141258811	-	PCDH1	PCDH1	3	4.29E-1	Simul
chr5	141303372	141321612	+	KIAA0141	KIAA0141	3	1.46E-1	Simul
chr5	141323149	141349304	-	PCDH12	PCDH12	4	1.43E-1	Simul
chr5	141337892	141369856	+	RNF14	RNF14	3	9.64E-2	Simul
chr5	141371313	141392606	-	GNPDA1	GNPDA1	4	1.59E-1	Simul
chr5	141488069	141534005	+	NDFIP1	NDFIP1	4	3.31E-1	Simul
chr5	141689991	141706020	-	SPRY4	SPRY4	7	1.3E-1	Simul
chr5	141971742	142077617	-	FGF1	FGF1	8	3.02E-1	Simul
chr5	142149948	142608576	+	ARHGAP26	ARHGAP26	18	3.28E-1	Simul
chr5	142657495	142815077	-	NR3C1	NR3C1	3	9.59E-1	Simul
chr5	143191725	143200284	+	HMHB1	HMHB1	4	4.36E-1	Simul
chr5	143537722	143550278	-	YIPF5	YIPF5	4	5.27E-1	Simul
chr5	143550395	143865249	+	KCTD16	KCTD16	6	7.13E-1	Simul
chr5	144851361	145214932	-	PRELID2	PRELID2	6	4.43E-1	Simul
chr5	145239295	145252531	-	GRXCR2	GRXCR2	1	9.96E-1	Simul
chr5	145316141	145461354	+	SH3RF2	SH3RF2	2	7.27E-1	Simul
chr5	145463948	145483932	-	PLAC8L1	PLAC8L1	1	4.27E-1	Simul
chr5	145492600	145562223	-	LARS	LARS	2	4.41E-1	Simul
chr5	145583112	145718814	+	RBM27	RBM27	1	3.48E-1	Simul
chr5	145826873	145891524	+	TCERG1	TCERG1	8	3.06E-1	Simul
chr5	145892665	145895753	-	GPR151	GPR151	4	1.63E-1	Simul
chr5	145967935	146464347	-	PPP2R2B	PPP2R2B	9	3.2E-1	Simul
chr5	146614525	146767415	+	STK32A	STK32A	7	4.2E-1	Simul
chr5	146770373	146889619	-	DPYSL3	DPYSL3	4	4.66E-1	Simul
chr5	146967989	147162338	-	JAKMIP2	JAKMIP2	5	6.17E-1	Simul
chr5	147204130	147211349	-	SPINK1	SPINK1	1	6.13E-1	Simul
chr5	147250244	147261754	+	SCGB3A2	SCGB3A2	1	3.58E-1	Simul
chr5	147260288	147286101	-	C5orf46	C5orf46	1	3.8E-1	Simul
chr5	147405245	147516852	+	SPINK5	SPINK5	7	7.31E-1	Simul
chr5	147549295	147554961	+	SPINK14	SPINK14	6	6.73E-1	Simul
chr5	147582356	147594700	+	SPINK6	SPINK6	5	6.75E-1	Simul
chr5	147763497	147822399	+	FBXO38	FBXO38	4	5.47E-2	Simul
chr5	147830594	148056798	-	HTR4	HTR4	10	1.23E-1	Simul
chr5	148206155	148208196	+	ADRB2	ADRB2	3	8.54E-1	Simul
chr5	148303201	148442726	-	SH3TC2	SH3TC2	6	1.75E-1	Simul
chr5	148521045	148640105	+	ABLIM3	ABLIM3	9	9.1E-1	Simul
chr5	148651433	148721365	+	AFAP1L1	AFAP1L1	9	9.19E-1	Simul
chr5	148724992	148734146	+	GRPEL2	GRPEL2	1	6.98E-1	Simul
chr5	148737569	148749216	+	PCYOX1L	PCYOX1L	4	9.6E-1	Simul
chr5	148750886	148783765	-	IL17B	IL17B	9	9.06E-1	Simul
chr5	148871759	148931007	-	CSNK1A1	CSNK1A1	3	1.42E-1	Simul
chr5	148931509	149014531	+	ARHGEF37	ARHGEF37	5	2.19E-1	Simul
chr5	149109860	149234585	+	PPARGC1B	PPARGC1B	6	1.29E-1	Simul
chr5	149237518	149324356	-	PDE6A	PDE6A	6	1.26E-1	Simul
chr5	149340299	149373018	+	SLC26A2	SLC26A2	2	5.97E-1	Simul
chr5	149372680	149380730	-	TIGD6	TIGD6	3	5.25E-2	Simul
chr5	149379883	149432386	+	HMGXB3	HMGXB3	4	6.47E-2	Simul
chr5	149432853	149492935	-	CSF1R	CSF1R	6	1.14E-1	Simul
chr5	149493399	149535435	-	PDGFRB	PDGFRB	6	3.1E-1	Simul
chr5	149546357	149564120	+	CDX1	CDX1	5	2.64E-1	Simul
chr5	149569519	149602351	+	SLC6A7	SLC6A7	2	4.04E-1	Simul
chr5	149599053	149669854	-	CAMK2A	CAMK2A	4	6.99E-1	Simul
chr5	149675905	149718870	-	ARSI	ARSI	2	9.18E-1	Simul
chr5	149737201	149779871	+	TCOF1	TCOF1	2	4.51E-1	Simul
chr5	149781199	149792492	-	CD74	CD74	1	3.06E-1	Simul
chr5	149822752	149829319	-	RPS14	RPS14	1	7.41E-1	Simul
chr5	149865380	149937773	+	NDST1	NDST1	2	4.48E-1	Simul
chr5	149980641	150038782	+	SYNPO	SYNPO	2	2.58E-1	Simul
chr5	150040435	150058927	+	MYOZ3	MYOZ3	1	1.56E-1	Simul
chr5	150157507	150176296	+	SMIM3	SMIM3	1	7.79E-1	Simul
chr5	150157866	150176297	+	AC010441.1	AC010441.1	1	7.44E-1	Simul
chr5	150226084	150280298	+	IRGM	IRGM	13	5.38E-1	Simul
chr5	150273953	150284545	-	ZNF300	ZNF300	12	5.04E-1	Simul
chr5	150400123	150408554	+	GPX3	GPX3	1	1.16E-2	Simul
chr5	150409505	150473138	-	TNIP1	TNIP1	7	8.56E-2	Simul
chr5	150480272	150537443	-	ANXA6	ANXA6	13	1.65E-1	Simul
chr5	150560612	150603706	-	CCDC69	CCDC69	10	3.76E-1	Simul
chr5	150591710	150650001	+	GM2A	GM2A	9	6.22E-1	Simul
chr5	150656322	150683327	-	SLC36A3	SLC36A3	5	3.67E-1	Simul
chr5	150694538	150727151	-	SLC36A2	SLC36A2	1	5.14E-1	Simul
chr5	150816606	150871942	+	SLC36A1	SLC36A1	7	7.92E-1	Simul
chr5	150883653	150948505	-	FAT2	FAT2	5	6.4E-1	Simul
chr5	151040656	151066726	-	SPARC	SPARC	5	7.45E-1	Simul
chr5	151121876	151152093	-	ATOX1	ATOX1	1	7.21E-1	Simul
chr5	151150605	151192346	+	G3BP1	G3BP1	1	7.14E-1	Simul
chr5	151202073	151304403	-	GLRA1	GLRA1	7	3.6E-1	Simul
chr5	152869174	153193429	+	GRIA1	GRIA1	12	9.26E-1	Simul
chr5	153369687	153418496	-	FAM114A2	FAM114A2	5	1.2E-1	Simul
chr5	153418465	153600038	+	MFAP3	MFAP3	11	6.73E-2	Simul
chr5	153570289	153800544	+	GALNT10	GALNT10	18	1.37E-1	Simul
chr5	153825516	153840614	+	SAP30L	SAP30L	8	1.33E-1	Simul
chr5	153854531	153857824	-	HAND1	HAND1	7	1.33E-1	Simul
chr5	154092461	154197167	+	LARP1	LARP1	1	2.27E-1	Simul
chr5	154393259	154397685	+	KIF4B	KIF4B	1	8.97E-1	Simul
chr5	155297353	156194799	+	SGCD	SGCD	37	1.42E-1	Simul
chr5	156346292	156390266	-	TIMD4	TIMD4	91	6.03E-2	Simul
chr5	156456423	156486130	-	HAVCR1	HAVCR1	117	1.22E-1	Simul
chr5	156512842	156569880	-	HAVCR2	HAVCR2	61	2.86E-1	Simul
chr5	156564422	156586030	-	MED7	MED7	4	6.3E-1	Simul
chr5	156569943	156682201	+	ITK	ITK	6	7.08E-1	Simul
chr5	156588856	156593275	-	FAM71B	FAM71B	4	6.34E-1	Simul
chr5	156693088	156822606	+	CYFIP2	CYFIP2	9	5.49E-1	Simul
chr5	156768607	156772729	-	FNDC9	FNDC9	5	3.91E-1	Simul
chr5	156822541	157002783	-	ADAM19	ADAM19	9	5.96E-1	Simul
chr5	156887026	156901725	+	NIPAL4	NIPAL4	3	2.45E-1	Simul
chr5	157158204	157168456	+	THG1L	THG1L	3	8.47E-1	Simul
chr5	157170702	157187717	+	LSM11	LSM11	5	7.65E-1	Simul
chr5	157212750	157286183	-	CLINT1	CLINT1	6	8.18E-1	Simul
chr5	158122927	158526769	-	EBF1	EBF1	12	3.15E-1	Simul
chr5	158584416	158637061	-	RNF145	RNF145	5	3.08E-1	Simul
chr5	158690088	158713044	+	UBLCP1	UBLCP1	3	4.57E-1	Simul
chr5	158741790	158757895	-	IL12B	IL12B	1	4.58E-1	Simul
chr5	159343789	159399551	+	ADRA1B	ADRA1B	5	2.32E-1	Simul
chr5	159436119	159492550	+	TTC1	TTC1	1	2.65E-1	Simul
chr5	159488807	159546430	-	PWWP2A	PWWP2A	1	2.71E-1	Simul
chr5	159614373	159665742	+	FABP6	FABP6	4	5.9E-1	Simul
chr5	159678658	159772403	-	CCNJL	CCNJL	4	5.94E-1	Simul
chr5	159774757	159797648	-	C1QTNF2	C1QTNF2	1	8.31E-1	Simul
chr5	159828647	159848718	-	SLU7	SLU7	2	4.32E-1	Simul
chr5	159848828	159855748	+	PTTG1	PTTG1	2	4.4E-1	Simul
chr5	159990126	160279221	-	ATP10B	ATP10B	2	3.39E-1	Simul
chr5	160715435	160976050	-	GABRB2	GABRB2	11	7.81E-1	Simul
chr5	160974068	161129599	+	GABRA6	GABRA6	2	2.12E-1	Simul
chr5	161494545	161582542	+	GABRG2	GABRG2	1	6.81E-1	Simul
chr5	162864574	162873157	+	CCNG1	CCNG1	3	1.73E-1	Simul
chr5	162873531	162887146	-	NUDCD2	NUDCD2	3	1.92E-1	Simul
chr5	162887208	162918947	+	HMMR	HMMR	3	7.61E-2	Simul
chr5	162930119	162946342	+	MAT2B	MAT2B	3	8.56E-2	Simul
chr5	166711803	167691162	+	TENM2	TENM2	19	2.37E-1	Simul
chr5	167718655	167899308	+	WWC1	WWC1	12	1.84E-1	Simul
chr5	167913449	167946304	+	RARS	RARS	2	8.32E-3	Simul
chr5	167975499	168006605	-	PANK3	PANK3	3	1.2E-2	Simul
chr5	168088744	168728133	-	SLIT3	SLIT3	33	7.27E-2	Simul
chr5	169010637	169031782	+	SPDL1	SPDL1	5	2.45E-2	Simul
chr5	169064250	169510386	+	DOCK2	DOCK2	10	7.15E-2	Simul
chr5	169291267	169407744	-	FAM196B	FAM196B	6	5.01E-1	Simul
chr5	169532900	169536727	+	FOXI1	FOXI1	1	3.86E-1	Simul
chr5	169659450	169679579	+	C5orf58	C5orf58	6	3.91E-2	Simul
chr5	169673240	169725231	-	LCP2	LCP2	8	3.93E-1	Simul
chr5	169780490	170163636	+	KCNIP1	KCNIP1	21	5.38E-1	Simul
chr5	169801674	169816681	-	KCNMB1	KCNMB1	10	3.04E-1	Simul
chr5	170190353	170241051	+	GABRP	GABRP	1	9.88E-1	Simul
chr5	170288873	170727019	+	RANBP17	RANBP17	6	8.4E-1	Simul
chr5	170736287	170739138	+	TLX3	TLX3	2	9.8E-1	Simul
chr5	170814119	170838141	+	NPM1	NPM1	6	8.7E-1	Simul
chr5	170846659	170884627	+	FGF18	FGF18	6	9.02E-1	Simul
chr5	171212875	171221602	+	SMIM23	SMIM23	4	5.21E-2	Simul
chr5	171288552	171433877	-	FBXW11	FBXW11	8	5.36E-1	Simul
chr5	171469076	171615390	-	STK10	STK10	7	5.27E-1	Simul
chr5	171621175	171630456	+	EFCAB9	EFCAB9	3	5.23E-1	Simul
chr5	171636643	171711075	-	UBTD2	UBTD2	2	3.88E-1	Simul
chr5	171752184	171881527	-	SH3PXD2B	SH3PXD2B	6	9.63E-1	Simul
chr5	172195092	172198198	-	DUSP1	DUSP1	2	2.81E-2	Simul
chr5	172261277	172379688	+	ERGIC1	ERGIC1	6	7.92E-3	Simul
chr5	172385731	172396774	+	RPL26L1	RPL26L1	3	1.65E-2	Simul
chr5	172410759	172462448	+	ATP6V0E1	ATP6V0E1	3	1.55E-1	Simul
chr5	172483354	172566291	+	CREBRF	CREBRF	3	1.45E-1	Simul
chr5	172571444	172591390	+	BNIP1	BNIP1	1	4.6E-1	Simul
chr5	172659111	172662360	-	NKX2-5	NKX2-5	4	1.43E-1	Simul
chr5	172741715	172756506	-	STC2	STC2	3	6.51E-1	Simul
chr5	173034516	173043663	-	BOD1	BOD1	2	1.26E-1	Simul
chr5	173315282	173388979	+	CPEB4	CPEB4	181	4.44E-1	Simul
chr5	173400781	173433143	+	C5orf47	C5orf47	75	3.07E-1	Simul
chr5	173472606	173670504	+	NSG2	NSG2	7	7.48E-1	Simul
chr5	174151535	174157896	+	MSX2	MSX2	1	2.65E-1	Simul
chr5	174904064	174956745	+	SFXN1	SFXN1	1	1E-1	Simul
chr5	175223312	175311023	+	CPLX2	CPLX2	3	8.88E-1	Simul
chr5	175344875	175461683	-	THOC3	THOC3	1	7.06E-1	Simul
chr5	175487691	175559261	+	FAM153B	FAM153B	1	9.08E-1	Simul
chr5	175665364	175772994	+	SIMC1	SIMC1	3	7.73E-1	Simul
chr5	175773063	175788971	-	KIAA1191	KIAA1191	3	7.87E-1	Simul
chr5	175792470	175828866	+	ARL10	ARL10	3	7.77E-1	Simul
chr5	175810948	175815976	-	NOP16	NOP16	3	7.82E-1	Simul
chr5	175815747	175816772	+	HIGD2A	HIGD2A	3	7.75E-1	Simul
chr5	175819455	175843570	-	CLTB	CLTB	2	6.41E-1	Simul
chr5	175874628	175937075	+	FAF2	FAF2	2	5.45E-1	Simul
chr5	175953697	175965026	-	RNF44	RNF44	3	6.2E-1	Simul
chr5	175969511	176022975	+	CDHR2	CDHR2	4	7.58E-1	Simul
chr5	176022802	176037134	-	GPRIN1	GPRIN1	3	6.85E-1	Simul
chr5	176047084	176057530	-	SNCB	SNCB	3	6.57E-1	Simul
chr5	176057682	176073642	+	EIF4E1B	EIF4E1B	2	6.15E-1	Simul
chr5	176074387	176086058	+	TSPAN17	TSPAN17	2	5.6E-1	Simul
chr5	176237477	176307897	+	UNC5A	UNC5A	2	4.75E-1	Simul
chr5	176307869	176326333	-	HK3	HK3	3	4.93E-1	Simul
chr5	176332005	176449634	-	UIMC1	UIMC1	6	3.2E-1	Simul
chr5	176449696	176508190	+	ZNF346	ZNF346	6	6.63717465E-4	CONVERGED
chr5	176513886	176525145	+	FGFR4	FGFR4	6	7.25164141E-4	CONVERGED
chr5	176560025	176727216	+	NSD1	NSD1	11	1.11496733E-3	CONVERGED
chr5	176728198	176730745	-	RAB24	RAB24	5	2.05339248E-4	CONVERGED
chr5	176728461	176739758	-	MXD3	MXD3	8	2.49593986E-4	CONVERGED
chr5	176730774	176733960	+	PRELID1	PRELID1	5	2.05098773E-4	CONVERGED
chr5	176758562	176778853	-	LMAN2	LMAN2	7	2.81519248E-4	CONVERGED
chr5	176784837	176799602	+	RGS14	RGS14	5	4.55E-2	Simul
chr5	176806235	176825849	+	SLC34A1	SLC34A1	4	1.21E-1	Simul
chr5	176827107	176827637	-	PFN3	PFN3	4	1.29E-1	Simul
chr5	176829140	176836577	-	F12	F12	4	1.14E-1	Simul
chr5	176830204	176869902	+	GRK6	GRK6	4	1.39E-1	Simul
chr5	176873445	176883283	+	PRR7	PRR7	1	4.3E-1	Simul
chr5	177019158	177023125	+	TMED9	TMED9	1	3.2E-1	Simul
chr5	177027100	177037348	+	B4GALT7	B4GALT7	1	3.15E-1	Simul
chr5	177134981	177210399	-	FAM153A	FAM153A	1	6.87E-1	Simul
chr5	177419235	177423243	-	PROP1	PROP1	2	8.22E-1	Simul
chr5	177433405	177482560	+	FAM153C	FAM153C	6	5.45E-1	Simul
chr5	177540443	177553088	+	N4BP3	N4BP3	3	3.3E-1	Simul
chr5	177557996	177577566	+	RMND5B	RMND5B	3	9.02E-1	Simul
chr5	177576460	177580968	-	NHP2	NHP2	2	8.13E-1	Simul
chr5	177631507	177638164	+	HNRNPAB	HNRNPAB	3	7.79E-1	Simul
chr5	177635497	177659792	-	PHYKPL	PHYKPL	4	7.88E-1	Simul
chr5	177664618	178017556	-	COL23A1	COL23A1	12	5.28E-1	Simul
chr5	178029664	178057616	-	CLK4	CLK4	2	7.92E-1	Simul
chr5	178138592	178157703	-	ZNF354A	ZNF354A	6	7.86E-1	Simul
chr5	178286953	178315123	+	ZNF354B	ZNF354B	4	6.72E-2	Simul
chr5	178322894	178360213	+	ZFP2	ZFP2	3	4.56E-2	Simul
chr5	178368191	178393434	+	ZNF454	ZNF454	3	5.16E-2	Simul
chr5	178405327	178423207	-	GRM6	GRM6	2	3.8E-2	Simul
chr5	178450752	178462065	+	ZNF879	ZNF879	1	3.01E-1	Simul
chr5	178487415	178510538	+	ZNF354C	ZNF354C	2	4.76E-1	Simul
chr5	178537851	178772431	-	ADAMTS2	ADAMTS2	5	4.22E-1	Simul
chr5	178977558	179037027	+	RUFY1	RUFY1	3	2.24E-1	Simul
chr5	179041178	179061785	-	HNRNPH1	HNRNPH1	3	1.93E-1	Simul
chr5	179068544	179072047	-	C5orf60	C5orf60	2	1.49E-1	Simul
chr5	179078297	179079445	+	AC136604.1	AC136604.1	2	1.41E-1	Simul
chr5	179105628	179157926	+	CANX	CANX	1	6.21E-2	Simul
chr5	179159850	179223512	+	MAML1	MAML1	1	5.9E-2	Simul
chr5	179338650	179499118	-	RNF130	RNF130	2	6.77E-1	Simul
chr5	179527794	179636153	-	RASGEF1C	RASGEF1C	6	8.71E-1	Simul
chr5	179660142	179719099	-	MAPK9	MAPK9	10	4.1E-1	Simul
chr5	179727689	179780387	-	GFPT2	GFPT2	8	3.29E-1	Simul
chr5	179921411	180005405	+	CNOT6	CNOT6	11	1.58E-2	Simul
chr5	180017102	180018540	-	SCGB3A1	SCGB3A1	5	4.38E-1	Simul
chr5	180028505	180076624	-	FLT4	FLT4	6	5.18E-1	Simul
chr5	180166041	180167099	-	OR2Y1	OR2Y1	3	2.85E-1	Simul
chr5	180217540	180242652	-	MGAT1	MGAT1	2	6.29E-1	Simul
chr5	180326076	180377906	+	BTNL8	BTNL8	1	7.72E-1	Simul
chr5	180415844	180433727	+	BTNL3	BTNL3	1	3.93E-1	Simul
chr5	180467224	180488523	+	BTNL9	BTNL9	4	8.72E-1	Simul
chr5	180551356	180552304	-	OR2V1	OR2V1	5	8.14E-1	Simul
chr5	180581942	180582890	+	OR2V2	OR2V2	3	2.85E-2	Simul
chr5	180620923	180632293	-	TRIM7	TRIM7	3	2.84E-2	Simul
chr5	180649498	180662809	+	TRIM41	TRIM41	1	9.6E-3	Simul
chr5	180663908	180675096	-	GNB2L1	GNB2L1	1	9.81E-3	Simul
chr6	291629	351355	+	DUSP22	DUSP22	4	6.97E-1	Simul
chr6	391738	411447	+	IRF4	IRF4	9	8.71E-1	Simul
chr6	485132	693117	-	EXOC2	EXOC2	14	7.74E-1	Simul
chr6	655938	656963	-	HUS1B	HUS1B	2	4.9E-1	Simul
chr6	1080163	1105181	+	AL033381.1	AL033381.1	2	1.57E-1	Simul
chr6	1312674	1314992	+	FOXQ1	FOXQ1	1	6.01E-1	Simul
chr6	1390068	1395832	+	FOXF2	FOXF2	5	3.57E-1	Simul
chr6	1610680	1614127	+	FOXC1	FOXC1	29	9.03E-1	Simul
chr6	1624040	2245926	-	GMDS	GMDS	44	2.61E-1	Simul
chr6	2622146	2634837	-	C6orf195	C6orf195	4	7.64E-1	Simul
chr6	2663862	2751200	-	MYLK4	MYLK4	4	7.85E-1	Simul
chr6	2765647	2787186	+	WRNIP1	WRNIP1	2	4.54E-1	Simul
chr6	2832565	2842240	-	SERPINB1	SERPINB1	1	2.89E-1	Simul
chr6	2948392	2972090	-	SERPINB6	SERPINB6	1	9.46E-1	Simul
chr6	2988220	3019996	+	NQO2	NQO2	3	2.48E-1	Simul
chr6	3064224	3115421	+	RIPK1	RIPK1	3	2.76E-1	Simul
chr6	3118607	3153812	+	BPHL	BPHL	1	8.35E-1	Simul
chr6	3153902	3157760	-	TUBB2A	TUBB2A	1	8.39E-1	Simul
chr6	3224494	3231964	-	TUBB2B	TUBB2B	3	2.77E-1	Simul
chr6	3231636	3303607	+	PSMG4	PSMG4	5	4.66E-1	Simul
chr6	3269195	3457256	-	SLC22A23	SLC22A23	10	2.91E-1	Simul
chr6	3722847	3752260	-	PXDC1	PXDC1	8	3.3E-1	Simul
chr6	3982908	3984372	+	C6ORF50	C6ORF50	2	1.25E-3	Simul
chr6	4021500	4065217	+	PRPF4B	PRPF4B	3	9.02E-1	Simul
chr6	4049667	4087578	-	FAM217A	FAM217A	3	9.08E-1	Simul
chr6	4079439	4131185	+	C6orf201	C6orf201	3	8.97E-1	Simul
chr6	4115922	4135831	-	ECI2	ECI2	2	7.86E-1	Simul
chr6	4706392	4955785	+	CDYL	CDYL	1	7.56E-1	Simul
chr6	4994965	5004297	-	RPP40	RPP40	1	7.06E-1	Simul
chr6	5102826	5261172	-	LYRM4	LYRM4	13	7.74E-1	Simul
chr6	5261276	5771813	+	FARS2	FARS2	18	9.64E-1	Simul
chr6	5998231	6007200	-	NRN1	NRN1	2	6.76E-1	Simul
chr6	6144317	6321246	-	F13A1	F13A1	4	8.3E-1	Simul
chr6	6588340	6655216	+	LY86	LY86	9	3.63E-1	Simul
chr6	7107829	7252213	+	RREB1	RREB1	18	9.88334613E-6	CONVERGED
chr6	7268538	7347679	-	SSR1	SSR1	17	4.42002063E-6	CONVERGED
chr6	7326888	7389976	-	CAGE1	CAGE1	11	8.68436793E-6	CONVERGED
chr6	7389728	7418270	+	RIOK1	RIOK1	3	6.44E-1	Simul
chr6	7541807	7586950	+	DSP	DSP	8	3.31E-1	Simul
chr6	7590431	7612200	+	SNRNP48	SNRNP48	10	3.02E-1	Simul
chr6	7727029	7881655	+	BMP6	BMP6	23	3.77E-1	Simul
chr6	7881482	8026646	-	TXNDC5	TXNDC5	11	5.22E-1	Simul
chr6	8013799	8064647	-	BLOC1S5	BLOC1S5	9	3.16E-2	Simul
chr6	8073592	8102811	-	EEF1E1	EEF1E1	7	2.08E-2	Simul
chr6	8413300	8435794	-	SLC35B3	SLC35B3	3	3.81E-1	Simul
chr6	9596342	10211841	-	OFCC1	OFCC1	13	1.89E-1	Simul
chr6	10393418	10419892	-	TFAP2A	TFAP2A	5	2.25E-1	Simul
chr6	10492455	10629601	+	GCNT2	GCNT2	5	5.52E-1	Simul
chr6	10633992	10647501	+	GCNT6	GCNT6	1	1.71E-1	Simul
chr6	10747991	10852986	+	TMEM14B	TMEM14B	4	1.32E-1	Simul
chr6	10748026	10979553	+	SYCP2L	SYCP2L	6	1.89E-1	Simul
chr6	10762955	10838764	-	MAK	MAK	3	8.6E-2	Simul
chr6	10873455	10882174	-	GCM2	GCM2	4	9.61E-1	Simul
chr6	10980991	11044547	-	ELOVL2	ELOVL2	1	2.31E-1	Simul
chr6	11183530	11382581	-	NEDD9	NEDD9	8	4.91E-1	Simul
chr6	11537937	11583757	+	TMEM170B	TMEM170B	1	6.19E-1	Simul
chr6	11712286	11807279	-	ADTRP	ADTRP	8	7.21E-1	Simul
