chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr4	103715539	103790053	-	UBE2D3	UBE2D3	79	2.41E-1	Simul
chr4	103790134	103810399	+	CISD2	CISD2	46	4.42E-1	Simul
chr4	103806204	103940896	-	SLC9B1	SLC9B1	87	3.98E-1	Simul
chr4	103941024	104006986	-	SLC9B2	SLC9B2	89	2.86E-1	Simul
chr4	104000591	104021040	-	BDH2	BDH2	56	2.02E-1	Simul
chr4	104026962	104119566	-	CENPE	CENPE	112	2.19E-1	Simul
chr4	104507187	104640973	-	TACR3	TACR3	196	4.34E-1	Simul
chr4	105389468	105416058	-	CXXC4	CXXC4	58	6.56E-1	Simul
chr4	106067031	106200973	+	TET2	TET2	127	9.25E-1	Simul
chr4	106290233	106395238	-	PPA2	PPA2	198	7E-1	Simul
chr4	106473776	106629250	+	ARHGEF38	ARHGEF38	236	9.03E-1	Simul
chr4	106603783	106817143	-	INTS12	INTS12	184	4.98E-1	Simul
chr4	106629934	106768885	+	GSTCD	GSTCD	143	3.38E-1	Simul
chr4	106815931	106925184	+	NPNT	NPNT	119	6.6E-1	Simul
chr4	106962755	107242652	-	TBCK	TBCK	195	7.31E-1	Simul
chr4	107236700	107270383	+	AIMP1	AIMP1	84	6.48E-1	Simul
chr4	108511432	108641608	-	PAPSS1	PAPSS1	156	9.03E-1	Simul
chr4	108745718	108836203	+	SGMS2	SGMS2	102	8.85E-1	Simul
chr4	108852524	108874613	+	CYP2U1	CYP2U1	87	5.02E-1	Simul
chr4	108910869	108956331	+	HADH	HADH	142	4.85E-1	Simul
chr4	108968700	109090112	-	LEF1	LEF1	156	6.56E-1	Simul
chr4	109541721	109551568	+	RPL34	RPL34	70	2.47E-1	Simul
chr4	109571739	109588976	+	OSTC	OSTC	96	2.63E-1	Simul
chr4	109663195	109684210	-	ETNPPL	ETNPPL	112	9.83E-1	Simul
chr4	109731876	110223813	-	COL25A1	COL25A1	491	2.37E-1	Simul
chr4	110354927	110462052	+	SEC24B	SEC24B	66	8.03E-1	Simul
chr4	110481360	110609874	+	CCDC109B	CCDC109B	134	1.61E-1	Simul
chr4	110609784	110624739	-	CASP6	CASP6	85	8.25E-1	Simul
chr4	110631144	110651233	-	PLA2G12A	PLA2G12A	65	8.1E-1	Simul
chr4	110661851	110723335	-	CFI	CFI	81	2.76E-1	Simul
chr4	110736665	110745893	+	GAR1	GAR1	64	1.76E-1	Simul
chr4	110749149	110765760	+	RRH	RRH	77	1.5E-1	Simul
chr4	110769357	110793471	+	LRIT3	LRIT3	92	1.9E-1	Simul
chr4	110834039	110933422	+	EGF	EGF	169	2.89E-1	Simul
chr4	110967001	111120355	-	ELOVL6	ELOVL6	209	3.57E-1	Simul
chr4	111286888	111486441	+	ENPEP	ENPEP	234	7.24E-1	Simul
chr4	111538578	111563279	-	PITX2	PITX2	63	7.75E-1	Simul
chr4	113066552	113116412	+	C4orf32	C4orf32	71	4.72E-1	Simul
chr4	113152892	113191203	+	AP1AR	AP1AR	62	8.34E-1	Simul
chr4	113195697	113207059	-	TIFA	TIFA	64	8.97E-1	Simul
chr4	113206664	113363776	+	ALPK1	ALPK1	239	1.86E-1	Simul
chr4	113434671	113437328	-	NEUROG2	NEUROG2	56	6.35E-1	Simul
chr4	113460491	113558151	-	C4orf21	C4orf21	86	5.28E-1	Simul
chr4	113558119	113578748	+	LARP7	LARP7	44	4.63E-1	Simul
chr4	113739264	114304896	+	ANK2	ANK2	602	5.83E-1	Simul
chr4	114372187	114683083	-	CAMK2D	CAMK2D	311	1.42E-1	Simul
chr4	114821439	114900883	-	ARSJ	ARSJ	155	7.54E-1	Simul
chr4	115519610	115599380	+	UGT8	UGT8	56	2.24E-2	Simul
chr4	115748918	116035032	-	NDST4	NDST4	300	2.96E-1	Simul
chr4	117220015	117221520	+	MTRNR2L13	MTRNR2L13	64	2.61E-1	Simul
chr4	118004717	118006736	-	TRAM1L1	TRAM1L1	76	1.3E-1	Simul
chr4	118954772	119179803	+	NDST3	NDST3	233	7.63E-1	Simul
chr4	119201192	119274158	-	PRSS12	PRSS12	119	8.14E-1	Simul
chr4	119606522	119636588	+	METTL14	METTL14	70	9.91E-1	Simul
chr4	119643977	119759838	-	SEC24D	SEC24D	151	8.34E-1	Simul
chr4	119809995	119982402	+	SYNPO2	SYNPO2	283	8.56E-1	Simul
chr4	120056938	120108944	+	MYOZ2	MYOZ2	134	7.83E-1	Simul
chr4	120133741	120216672	+	USP53	USP53	147	1.77E-1	Simul
chr4	120218206	120225600	-	C4orf3	C4orf3	110	6.18E-1	Simul
chr4	120238404	120243545	-	FABP2	FABP2	113	6.49E-1	Simul
chr4	120415549	120550146	-	PDE5A	PDE5A	167	9.93E-1	Simul
chr4	120976762	120988229	-	MAD2L1	MAD2L1	66	2.12E-1	Simul
chr4	121606073	121844025	-	PRDM5	PRDM5	353	5.44E-1	Simul
chr4	121956767	121994176	-	NDNF	NDNF	104	1.25E-1	Simul
chr4	122052562	122148621	-	TNIP3	TNIP3	124	3.28E-1	Simul
chr4	122250466	122302214	-	QRFPR	QRFPR	146	6.38E-2	Simul
chr4	122589109	122618268	-	ANXA5	ANXA5	124	2.54E-1	Simul
chr4	122680087	122686582	-	TMEM155	TMEM155	82	7.65E-1	Simul
chr4	122685739	122687962	+	AC079341.1	AC079341.1	81	7.28E-1	Simul
chr4	122722471	122738176	+	EXOSC9	EXOSC9	69	4.53E-1	Simul
chr4	122737598	122745087	-	CCNA2	CCNA2	59	4.51E-1	Simul
chr4	122745594	122791652	-	BBS7	BBS7	83	1.6E-1	Simul
chr4	122800181	122872909	-	TRPC3	TRPC3	101	3.02E-1	Simul
chr4	123073487	123283913	+	KIAA1109	KIAA1109	100	5.46E-3	Simul
chr4	123300120	123350957	+	ADAD1	ADAD1	60	4.8E-3	Simul
chr4	123372624	123377880	-	IL2	IL2	46	3.9E-3	Simul
chr4	123533782	123542224	-	IL21	IL21	98	1.11E-2	Simul
chr4	123653856	123666098	+	BBS12	BBS12	69	4.21E-1	Simul
chr4	123747862	123819391	+	FGF2	FGF2	107	1.13E-1	Simul
chr4	123809851	123844123	-	NUDT6	NUDT6	119	1.02E-1	Simul
chr4	123844228	124240605	+	SPATA5	SPATA5	386	9.67E-2	Simul
chr4	124317949	124324910	+	SPRY1	SPRY1	64	9.67E-1	Simul
chr4	125585206	125633887	-	ANKRD50	ANKRD50	85	3.32E-2	Simul
chr4	126237553	126414087	+	FAT4	FAT4	252	7.17E-1	Simul
chr4	128544425	128647892	+	INTU	INTU	48	7.05E-1	Simul
chr4	128651532	128695448	+	SLC25A31	SLC25A31	36	5.19E-1	Simul
chr4	128702975	128761888	+	HSPA4L	HSPA4L	33	4.37E-1	Simul
chr4	128802015	128820350	+	PLK4	PLK4	13	4.25E-1	Simul
chr4	128838959	128887150	-	MFSD8	MFSD8	11	2.86E-1	Simul
chr4	128886460	128960866	+	C4orf29	C4orf29	20	3.6E-1	Simul
chr4	128982422	129144086	+	LARP1B	LARP1B	93	1.38E-1	Simul
chr4	129190396	129209984	-	PGRMC2	PGRMC2	54	1.25E-1	Simul
chr4	129730778	129796379	+	JADE1	JADE1	98	6.64E-1	Simul
chr4	129786075	130014764	-	SCLT1	SCLT1	234	4.95E-1	Simul
chr4	130014471	130037795	+	C4orf33	C4orf33	104	3.28E-1	Simul
chr4	134070469	134129356	+	PCDH10	PCDH10	129	4.44E-1	Simul
chr4	135117487	135122903	-	PABPC4L	PABPC4L	87	8.49E-1	Simul
chr4	138440071	138453648	-	PCDH18	PCDH18	65	1.61E-1	Simul
chr4	139085250	139163503	-	SLC7A11	SLC7A11	86	9.61E-1	Simul
chr4	139936942	139966906	+	CCRN4L	CCRN4L	37	5.35E-2	Simul
chr4	139949265	140098372	-	ELF2	ELF2	85	1.65E-2	Simul
chr4	140187316	140201492	-	MGARP	MGARP	52	3.28E-2	Simul
chr4	140188033	140223705	-	NDUFC1	NDUFC1	66	3.5E-2	Simul
chr4	140222608	140341187	+	NAA15	NAA15	80	3.34E-2	Simul
chr4	140374385	140397763	+	RAB33B	RAB33B	47	1.7E-1	Simul
chr4	140417094	140527853	-	SETD7	SETD7	136	2.47E-1	Simul
chr4	140586921	140661899	+	MGST2	MGST2	178	3.1E-1	Simul
chr4	140637906	141075338	-	MAML3	MAML3	410	9.58E-1	Simul
chr4	141178439	141306880	+	SCOC	SCOC	114	2.82E-1	Simul
chr4	141309608	141349122	-	CLGN	CLGN	83	7.32E-1	Simul
chr4	141445311	141474924	+	ELMOD2	ELMOD2	91	7.81E-1	Simul
chr4	141480587	141489959	-	UCP1	UCP1	67	8.49E-1	Simul
chr4	141541918	141677274	-	TBC1D9	TBC1D9	186	8.73E-1	Simul
chr4	141780960	142134031	-	RNF150	RNF150	409	7.25E-1	Simul
chr4	142142040	142155851	+	ZNF330	ZNF330	115	7.25E-1	Simul
chr4	142557751	142655140	+	IL15	IL15	137	7.22E-3	Simul
chr4	142944312	143768585	-	INPP4B	INPP4B	628	7.94E-1	Simul
chr4	144106069	144144983	+	USP38	USP38	102	6.19E-1	Simul
chr4	144257914	144395721	+	GAB1	GAB1	101	8.73E-1	Simul
chr4	144434615	144478639	+	SMARCA5	SMARCA5	87	7.99E-1	Simul
chr4	144792019	144826716	-	GYPE	GYPE	40	7.08E-1	Simul
chr4	144917256	145061844	-	GYPB	GYPB	96	4.04E-1	Simul
chr4	145030456	145061904	-	GYPA	GYPA	37	3.62E-1	Simul
chr4	145567172	145666423	+	HHIP	HHIP	95	8.4E-1	Simul
chr4	145888263	146019693	-	ANAPC10	ANAPC10	48	9.1E-1	Simul
chr4	146019083	146050331	+	ABCE1	ABCE1	30	8.46E-1	Simul
chr4	146031989	146101313	-	OTUD4	OTUD4	40	9.06E-1	Simul
chr4	146402345	146479231	+	SMAD1	SMAD1	59	6.99E-1	Simul
chr4	146539414	146581187	+	MMAA	MMAA	71	6.99E-1	Simul
chr4	146601355	146692184	+	C4orf51	C4orf51	97	8.28E-1	Simul
chr4	146678778	146859787	-	ZNF827	ZNF827	156	6.18E-1	Simul
chr4	147096836	147121152	+	LSM6	LSM6	91	8.75E-2	Simul
chr4	147175126	147443123	-	SLC10A7	SLC10A7	253	1.74E-1	Simul
chr4	147560044	147563626	+	POU4F2	POU4F2	53	8.24E-1	Simul
chr4	147627789	147867034	-	TTC29	TTC29	136	9.38E-1	Simul
chr4	148402068	148466106	+	EDNRA	EDNRA	123	6.91E-1	Simul
chr4	148538533	148593195	+	TMEM184C	TMEM184C	32	2.64E-1	Simul
chr4	148558935	148605381	-	PRMT10	PRMT10	24	2.15E-1	Simul
chr4	148653213	148993931	+	ARHGAP10	ARHGAP10	237	5.41E-1	Simul
chr4	148999912	149365850	-	NR3C2	NR3C2	362	6.45E-1	Simul
chr4	150999425	151178609	+	DCLK2	DCLK2	181	7.11E-1	Simul
chr4	151185593	151936879	-	LRBA	LRBA	359	3.53E-1	Simul
chr4	151503076	151505843	+	MAB21L2	MAB21L2	40	6.6E-1	Simul
chr4	152020724	152025804	+	RPS3A	RPS3A	40	4.34E-1	Simul
chr4	152023902	152246784	-	SH3D19	SH3D19	175	6.46E-1	Simul
chr4	152198322	152212605	+	PRSS48	PRSS48	89	5.28E-1	Simul
chr4	152330367	152584784	+	FAM160A1	FAM160A1	223	4.77E-1	Simul
chr4	152591655	152682175	-	PET112	PET112	144	4.79E-1	Simul
chr4	153242409	153457253	-	FBXW7	FBXW7	61	2.89E-1	Simul
chr4	153539783	153601317	-	TMEM154	TMEM154	85	8.1E-1	Simul
chr4	153690505	153700916	-	TIGD4	TIGD4	47	5.6E-1	Simul
chr4	153701088	153839615	+	ARFIP1	ARFIP1	83	2.62E-1	Simul
chr4	153857503	153900848	+	FHDC1	FHDC1	102	4.57E-1	Simul
chr4	154073493	154260472	+	TRIM2	TRIM2	140	4.04E-1	Simul
chr4	154265800	154336270	+	MND1	MND1	83	7.64E-1	Simul
chr4	154387497	154557863	+	KIAA0922	KIAA0922	163	7.15E-1	Simul
chr4	154622651	154626851	+	TLR2	TLR2	102	6.78E-1	Simul
chr4	154631276	154681387	-	RNF175	RNF175	123	5.09E-1	Simul
chr4	154701743	154710272	-	SFRP2	SFRP2	118	1.36E-1	Simul
chr4	155153398	155412930	-	DCHS2	DCHS2	326	5.72E-1	Simul
chr4	155456157	155471587	-	PLRG1	PLRG1	112	8.72E-1	Simul
chr4	155484107	155492238	+	FGB	FGB	78	8.15E-1	Simul
chr4	155504277	155511918	-	FGA	FGA	73	9.12E-1	Simul
chr4	155525285	155534119	-	FGG	FGG	68	6.15E-1	Simul
chr4	155548096	155674270	+	LRAT	LRAT	138	3.92E-1	Simul
chr4	155702364	155749965	+	RBM46	RBM46	116	2.92E-1	Simul
chr4	156129780	156138230	+	NPY2R	NPY2R	136	7.82E-1	Simul
chr4	156263809	156298122	-	MAP9	MAP9	118	1E-1	Simul
chr4	156587862	156653501	+	GUCY1A3	GUCY1A3	141	1.71E-1	Simul
chr4	156680143	156728743	+	GUCY1B3	GUCY1B3	140	6.52E-1	Simul
chr4	156750880	156787425	-	ASIC5	ASIC5	87	5.41E-1	Simul
chr4	156775889	156841558	+	TDO2	TDO2	114	2.66E-1	Simul
chr4	156845269	156875069	-	CTSO	CTSO	108	2.35E-1	Simul
chr4	157681605	157892546	-	PDGFC	PDGFC	152	5.94E-1	Simul
chr4	157997208	158093242	+	GLRB	GLRB	91	8.53E-1	Simul
chr4	158125333	158287227	+	GRIA2	GRIA2	97	5.8E-1	Simul
chr4	159045625	159094470	-	FAM198B	FAM198B	71	5.23E-1	Simul
chr4	159122755	159176563	+	TMEM144	TMEM144	63	5.96E-1	Simul
chr4	159236462	159574524	+	RXFP1	RXFP1	217	3.53E-1	Simul
chr4	159587830	159593407	-	C4orf46	C4orf46	19	4.82E-1	Simul
chr4	159593276	159630775	+	ETFDH	ETFDH	26	5.82E-1	Simul
chr4	159630285	159644548	-	PPID	PPID	20	5.66E-1	Simul
chr4	159690289	159829201	+	FNIP2	FNIP2	99	4.88E-1	Simul
chr4	159814285	159959912	-	C4orf45	C4orf45	151	6.76E-1	Simul
chr4	160025329	160281321	+	RAPGEF2	RAPGEF2	172	7.44E-1	Simul
chr4	162305048	163085187	-	FSTL5	FSTL5	714	1.32E-1	Simul
chr4	164031224	164088073	-	NAF1	NAF1	84	9.68E-1	Simul
chr4	164245112	164265984	-	NPY1R	NPY1R	118	8.05E-1	Simul
chr4	164265090	164273086	+	NPY5R	NPY5R	108	9.53E-1	Simul
chr4	164392256	164395047	-	TKTL2	TKTL2	69	4.99E-1	Simul
chr4	164415593	164441691	+	TMA16	TMA16	118	2.13E-1	Simul
chr4	164445449	165305202	-	MARCH1	MARCH1	827	5.67E-1	Simul
chr4	165875597	165898820	-	TRIM61	TRIM61	93	2.17E-1	Simul
chr4	165878099	165880273	+	FAM218A	FAM218A	85	1.88E-1	Simul
chr4	165953104	165962896	+	TRIM60	TRIM60	69	5.23E-1	Simul
chr4	165995573	166129701	-	TMEM192	TMEM192	97	7.01E-1	Simul
chr4	166128769	166244308	+	KLHL2	KLHL2	100	7.79E-1	Simul
chr4	166248774	166264312	+	MSMO1	MSMO1	87	4.18E-1	Simul
chr4	166282345	166419472	+	CPE	CPE	272	5.64E-1	Simul
chr4	166794409	167025047	+	TLL1	TLL1	180	3.74E-1	Simul
chr4	167654534	168155947	-	SPOCK3	SPOCK3	417	1.75E-1	Simul
chr4	169013665	169108841	+	ANXA10	ANXA10	120	1.87E-1	Simul
chr4	169137443	169239958	-	DDX60	DDX60	154	7.83E-2	Simul
chr4	169277885	169458937	-	DDX60L	DDX60L	380	4.78E-1	Simul
chr4	169418216	169849608	+	PALLD	PALLD	513	1.73E-2	Simul
chr4	169784920	169931426	-	CBR4	CBR4	138	4.48E-1	Simul
chr4	170015406	170192256	-	SH3RF1	SH3RF1	185	6.12E-1	Simul
chr4	170314425	170533780	-	NEK1	NEK1	174	5.17E-1	Simul
chr4	170533783	170644824	+	CLCN3	CLCN3	124	9.46E-1	Simul
chr4	170650615	170679104	-	C4orf27	C4orf27	66	7.43E-1	Simul
chr4	170907747	170954182	-	MFAP3L	MFAP3L	116	1.35E-1	Simul
chr4	170981372	171012850	-	AADAT	AADAT	81	9.69E-2	Simul
chr4	172733404	173962710	+	GALNTL6	GALNTL6	936	3.25E-1	Simul
chr4	174089903	174245118	+	GALNT7	GALNT7	111	4.59E-1	Simul
chr4	174252845	174256276	-	HMGB2	HMGB2	10	9.76E-1	Simul
chr4	174291119	174298683	+	SAP30	SAP30	20	3.27E-1	Simul
chr4	174305851	174327531	-	SCRG1	SCRG1	35	1.32E-1	Simul
chr4	174446119	174451380	-	HAND2	HAND2	81	4.01E-1	Simul
chr4	175157808	175205415	-	FBXO8	FBXO8	97	2.92E-1	Simul
chr4	175204827	175254531	+	CEP44	CEP44	67	3.41E-1	Simul
chr4	175411327	175444305	-	HPGD	HPGD	156	9.59E-1	Simul
chr4	175558064	175750465	-	GLRA3	GLRA3	314	1.12E-1	Simul
chr4	175750818	175899331	+	ADAM29	ADAM29	211	4.62E-2	Simul
chr4	176554084	176923815	-	GPM6A	GPM6A	330	8.49E-1	Simul
chr4	176986984	177103978	+	WDR17	WDR17	196	3.78E-1	Simul
chr4	177105788	177116822	-	SPATA4	SPATA4	128	1.41E-1	Simul
chr4	177134823	177198722	-	ASB5	ASB5	185	2.04E-1	Simul
chr4	177241114	177253396	+	SPCS3	SPCS3	112	3.53E-1	Simul
chr4	177604688	177713881	-	VEGFC	VEGFC	175	7.44E-2	Simul
chr4	178230989	178284097	+	NEIL3	NEIL3	154	4.05E-1	Simul
chr4	178351923	178363657	-	AGA	AGA	77	4.7E-1	Simul
chr4	183065139	183724177	+	TENM3	TENM3	799	1.174E-1	Simul
chr4	183811212	183839089	-	DCTD	DCTD	127	1.84E-1	Simul
chr4	184020445	184241930	+	WWC2	WWC2	159	1.74E-1	Simul
chr4	184239219	184241927	-	CLDN22	CLDN22	110	1.39E-1	Simul
chr4	184242916	184243579	-	CLDN24	CLDN24	111	1.26E-1	Simul
chr4	184365743	184369351	+	CDKN2AIP	CDKN2AIP	48	1.15E-1	Simul
chr4	184426146	184432249	+	ING2	ING2	76	1.56E-1	Simul
chr4	184560787	184580378	-	RWDD4	RWDD4	102	5.83E-1	Simul
chr4	184580419	184634745	+	TRAPPC11	TRAPPC11	104	5.89E-1	Simul
chr4	184774583	184944679	+	STOX2	STOX2	168	8.57E-1	Simul
chr4	185009858	185142383	-	ENPP6	ENPP6	279	8.6E-1	Simul
chr4	185308866	185395734	-	IRF2	IRF2	185	1.32E-1	Simul
chr4	185548849	185570663	-	CASP3	CASP3	72	1.77E-1	Simul
chr4	185570766	185616117	+	PRIMPOL	PRIMPOL	144	1.82E-1	Simul
chr4	185615771	185655287	-	CENPU	CENPU	146	2.21E-1	Simul
chr4	185676748	185747972	-	ACSL1	ACSL1	169	2.47E-1	Simul
chr4	185939994	185941958	+	HELT	HELT	82	7.6E-1	Simul
chr4	186064394	186071536	+	SLC25A4	SLC25A4	70	4.52E-2	Simul
chr4	186080818	186130658	-	KIAA1430	KIAA1430	88	6.53E-1	Simul
chr4	186125390	186291339	+	SNX25	SNX25	153	8.23E-1	Simul
chr4	186285031	186317053	-	LRP2BP	LRP2BP	68	8.48E-1	Simul
chr4	186317174	186321782	+	ANKRD37	ANKRD37	63	8.04E-1	Simul
chr4	186320693	186347139	-	UFSP2	UFSP2	84	9.51E-1	Simul
chr4	186347393	186370980	+	C4orf47	C4orf47	77	9.55E-1	Simul
chr4	186366335	186392913	-	CCDC110	CCDC110	77	5.84E-1	Simul
chr4	186422850	186456766	-	PDLIM3	PDLIM3	112	5.2E-1	Simul
chr4	186506597	186877806	-	SORBS2	SORBS2	507	6.97E-1	Simul
chr4	186990305	187009223	+	TLR3	TLR3	86	6.9E-1	Simul
chr4	187025572	187093821	+	FAM149A	FAM149A	125	7.78E-1	Simul
chr4	187111912	187112626	-	AC110771.1	AC110771.1	74	6.49E-1	Simul
chr4	187112673	187134610	+	CYP4V2	CYP4V2	100	6.96E-1	Simul
chr4	187130132	187179625	+	KLKB1	KLKB1	136	7.41E-1	Simul
chr4	187187098	187210835	+	F11	F11	119	8.11E-1	Simul
chr4	187454808	187476721	-	MTNR1A	MTNR1A	72	8.52E-1	Simul
chr4	187508936	187647876	-	FAT1	FAT1	175	5.91E-1	Simul
chr4	188916924	188926204	+	ZFP42	ZFP42	98	6.76E-1	Simul
chr4	189012426	189030757	-	TRIML2	TRIML2	80	6.54E-1	Simul
chr4	189060572	189068897	+	TRIML1	TRIML1	64	6.4E-1	Simul
chr4	190861942	190884359	+	FRG1	FRG1	23	9.77E-1	Simul
chr4	190945505	190948412	-	FRG2	FRG2	5	8.39E-1	Simul
chr5	140372	190085	+	PLEKHG4B	PLEKHG4B	143	2.85E-1	Simul
chr5	196985	218330	-	CCDC127	CCDC127	112	2.56E-1	Simul
chr5	218355	256815	+	SDHA	SDHA	104	1.98E-1	Simul
chr5	271735	353971	+	PDCD6	PDCD6	109	2.16E-1	Simul
chr5	304290	438406	+	AHRR	AHRR	163	3.37E-1	Simul
chr5	441644	443258	-	C5orf55	C5orf55	104	4.5E-1	Simul
chr5	443272	472052	+	EXOC3	EXOC3	114	5.33E-1	Simul
chr5	473424	524447	-	SLC9A3	SLC9A3	94	6.52E-1	Simul
chr5	612386	667283	+	CEP72	CEP72	106	2.25E-1	Simul
chr5	660882	693510	-	TPPP	TPPP	75	2.35E-1	Simul
chr5	667758	668839	+	AC026740.1	AC026740.1	68	1.82E-1	Simul
chr5	710470	851101	-	ZDHHC11	ZDHHC11	77	3.79E-1	Simul
chr5	710474	767067	-	ZDHHC11B	ZDHHC11B	54	3.35E-1	Simul
chr5	850405	892939	-	BRD9	BRD9	38	2.85E-1	Simul
chr5	892757	919472	+	TRIP13	TRIP13	43	6.62E-1	Simul
chr5	1008943	1039058	+	NKD2	NKD2	56	7.23E-1	Simul
chr5	1050498	1112150	-	SLC12A7	SLC12A7	63	1.47E-1	Simul
chr5	1201709	1225232	+	SLC6A19	SLC6A19	68	7.61E-1	Simul
chr5	1225469	1246304	+	SLC6A18	SLC6A18	64	7.8E-1	Simul
chr5	1253261	1295184	-	TERT	TERT	68	9.05E-1	Simul
chr5	1317858	1345214	-	CLPTM1L	CLPTM1L	73	5.02E-1	Simul
chr5	1392908	1445545	-	SLC6A3	SLC6A3	132	6.31E-1	Simul
chr5	1456594	1524092	-	LPCAT1	LPCAT1	170	2.02E-1	Simul
chr5	1798499	1801480	-	MRPL36	MRPL36	141	7.42E-1	Simul
chr5	1801513	1816719	+	NDUFS6	NDUFS6	156	7E-1	Simul
chr5	1877540	1887350	-	IRX4	IRX4	110	2.74E-1	Simul
chr5	2745958	2752969	-	IRX2	IRX2	160	2.32E-1	Simul
chr5	2752244	2755508	+	C5orf38	C5orf38	144	1.65E-1	Simul
chr5	3596167	3601517	+	IRX1	IRX1	129	5.58E-1	Simul
chr5	5140442	5320417	+	ADAMTS16	ADAMTS16	475	3E-1	Simul
chr5	6371993	6378707	-	MED10	MED10	139	9.56E-1	Simul
chr5	6448735	6495022	+	UBE2QL1	UBE2QL1	160	9.77E-1	Simul
chr5	6599351	6633404	-	NSUN2	NSUN2	205	8.63E-1	Simul
chr5	6633455	6669675	+	SRD5A1	SRD5A1	153	5.28E-1	Simul
chr5	6714717	6757161	+	PAPD7	PAPD7	141	1.92E-1	Simul
chr5	7396320	7830194	+	ADCY2	ADCY2	532	2.9E-1	Simul
chr5	7830490	7851603	-	C5orf49	C5orf49	145	7.74E-1	Simul
chr5	7851298	7906138	+	MTRR	MTRR	181	8.15E-1	Simul
chr5	7859271	7869150	-	FASTKD3	FASTKD3	112	7.04E-1	Simul
chr5	9035137	9546187	-	SEMA5A	SEMA5A	766	1.87E-1	Simul
chr5	9629108	9712490	-	TAS2R1	TAS2R1	172	2.43E-1	Simul
chr5	10226441	10250009	-	FAM173B	FAM173B	154	9.68E-1	Simul
chr5	10250032	10266524	+	CCT5	CCT5	170	8.96E-1	Simul
chr5	10275986	10308138	-	CMBL	CMBL	161	8.78E-1	Simul
chr5	10353814	10440500	+	MARCH6	MARCH6	122	5.28E-1	Simul
chr5	10441635	10472141	+	ROPN1L	ROPN1L	100	5.83E-1	Simul
chr5	10679341	10761384	-	DAP	DAP	237	2.39E-1	Simul
chr5	10971951	11904155	-	CTNND2	CTNND2	1014	1E-2	Simul
chr5	13690439	13944652	-	DNAH5	DNAH5	474	8.72E-1	Simul
chr5	14143810	14532235	+	TRIO	TRIO	475	5.44E-1	Simul
chr5	14581883	14615116	+	FAM105A	FAM105A	96	2.54E-1	Simul
chr5	14664772	14699820	+	FAM105B	FAM105B	98	3.34E-1	Simul
chr5	14704909	14871887	-	ANKH	ANKH	216	2.54E-1	Simul
chr5	15500304	15939900	+	FBXL7	FBXL7	384	8.17E-1	Simul
chr5	16067247	16180871	-	MARCH11	MARCH11	135	9.49E-1	Simul
chr5	16451627	16465901	-	ZNF622	ZNF622	106	9.39E-1	Simul
chr5	16473146	16617167	-	FAM134B	FAM134B	320	9.86E-1	Simul
chr5	16665394	16936372	-	MYO10	MYO10	348	3.2E-1	Simul
chr5	17065706	17276943	+	BASP1	BASP1	206	7.22E-1	Simul
chr5	19473059	20575982	-	CDH18	CDH18	900	6.39E-1	Simul
chr5	21750781	22853731	-	CDH12	CDH12	883	8.81E-1	Simul
chr5	23507263	23528706	+	PRDM9	PRDM9	55	9.92E-2	Simul
chr5	23951456	24178372	+	C5orf17	C5orf17	274	4.26E-1	Simul
chr5	24487208	24645087	-	CDH10	CDH10	229	5.73E-1	Simul
chr5	26880708	27121257	-	CDH9	CDH9	267	4.69E-1	Simul
chr5	31193856	31329253	+	CDH6	CDH6	277	9.85E-1	Simul
chr5	31400603	31532303	-	DROSHA	DROSHA	285	6.19E-1	Simul
chr5	31532372	31555165	+	C5orf22	C5orf22	97	4.66E-1	Simul
chr5	31639516	32111037	+	PDZD2	PDZD2	532	3.28E-1	Simul
chr5	32124809	32174456	-	GOLPH3	GOLPH3	54	7.7E-1	Simul
chr5	32227099	32313115	-	MTMR12	MTMR12	59	6.45E-1	Simul
chr5	32354455	32444867	-	ZFR	ZFR	124	9.85E-1	Simul
chr5	32531738	32604185	+	SUB1	SUB1	130	6.99E-1	Simul
chr5	32689175	32791819	+	NPR3	NPR3	203	6.65E-2	Simul
chr5	33440801	33469644	+	TARS	TARS	102	1.51E-1	Simul
chr5	33523639	33892297	-	ADAMTS12	ADAMTS12	478	8.6E-1	Simul
chr5	33936490	33939023	+	RXFP3	RXFP3	61	7.39E-1	Simul
chr5	33944720	33984835	-	SLC45A2	SLC45A2	116	5.43E-1	Simul
chr5	33986282	34008220	-	AMACR	AMACR	106	5.13E-1	Simul
chr5	34019552	34043937	-	C1QTNF3	C1QTNF3	102	4.2E-1	Simul
chr5	34656341	34832732	+	RAI14	RAI14	281	2.19E-1	Simul
chr5	34838937	34899561	+	TTC23L	TTC23L	136	1.06E-1	Simul
chr5	34905368	34919094	-	RAD1	RAD1	67	5.45E-1	Simul
chr5	34915480	34926101	+	BRIX1	BRIX1	52	7.05E-1	Simul
chr5	34929697	34959069	+	DNAJC21	DNAJC21	86	8.35E-1	Simul
chr5	34998205	35048198	-	AGXT2	AGXT2	141	8.52E-1	Simul
chr5	35048860	35230794	-	PRLR	PRLR	286	9.44E-1	Simul
chr5	35617945	35814713	+	SPEF2	SPEF2	304	9.29E-1	Simul
chr5	35852796	35879705	+	IL7R	IL7R	171	4.68E-1	Simul
chr5	35904396	35938881	-	CAPSL	CAPSL	194	5.01E-1	Simul
chr5	35951111	36001130	-	UGT3A1	UGT3A1	166	4.07E-1	Simul
